Date,Ticker,Open,High,Low,Close,AdjClose,Volume
2023-05-15,ADANIENT.NS,1959.9000244140625,1964.699951171875,1880.0,1916.050048828125,1912.570068359375,4836782.0
2023-05-15,ADANIGREEN.NS,905.0,913.7999877929688,864.0,868.7000122070312,868.7000122070312,868695.0
2023-05-15,ADANIPORTS.NS,699.7999877929688,701.7000122070312,687.5,694.0499877929688,680.279296875,2616737.0
2023-05-15,ADANIPOWER.NS,48.0,48.310001373291016,46.29999923706055,47.16999816894531,47.16999816894531,18671995.0
2023-05-15,AMBUJACEM.NS,411.0,411.5,403.1000061035156,406.6000061035156,399.5797119140625,2396533.0
2023-05-15,APOLLOHOSP.NS,4609.9501953125,4689.0,4591.10009765625,4625.85009765625,4582.28857421875,401847.0
2023-05-15,ASIANPAINT.NS,3134.199951171875,3168.0,3121.050048828125,3132.0,3011.886962890625,810281.0
2023-05-15,AXISBANK.NS,910.6500244140625,919.5,909.1500244140625,915.7999877929688,912.6764526367188,7339579.0
2023-05-15,BAJAJ-AUTO.NS,4569.0,4608.5,4542.0498046875,4564.5498046875,4225.2919921875,534604.0
2023-05-15,BAJAJFINSV.NS,1424.0,1430.0,1416.0,1421.3499755859375,1417.804443359375,1003664.0
2023-05-15,BAJFINANCE.NS,671.4400024414062,675.0,668.5800170898438,671.22998046875,656.9343872070312,7390760.0
2023-05-15,BANDHANBNK.NS,237.0,245.6999969482422,236.6999969482422,245.0,237.29757690429688,7939472.0
2023-05-15,BANKBEES.NS,441.5400085449219,445.9200134277344,438.05999755859375,445.19000244140625,445.19000244140625,573049.0
2023-05-15,BEL.NS,107.0999984741211,108.5999984741211,106.9000015258789,107.6500015258789,104.66841888427734,7833289.0
2023-05-15,BHARTIARTL.NS,793.0,802.5,789.5499877929688,797.0499877929688,772.7420043945312,7569060.0
2023-05-15,BPCL.NS,181.0,181.9250030517578,178.1750030517578,178.5,150.33737182617188,4809530.0
2023-05-15,BRITANNIA.NS,4647.85009765625,4679.0,4621.4501953125,4630.85009765625,4438.29931640625,276965.0
