signal_date,ticker,pattern,pattern_family,entry_price,stop_pct,stop_price,score_trend,score_setup,score_volume,score_rsi,score_risk,score_pattern,sma50_slope_pct,ma_slope_bonus,feature_recent_signal_count,feature_close_vs_prev_high_pct,feature_close_vs_sma50_pct,feature_gap_pct,feature_range_vs_atr,feature_gap_sequence_risk,feature_exhaustion_risk,pattern_bonus,score_penalty_crowding,score_penalty_extension,score_penalty_gap_shock,score_penalty_total,score_penalty_stop_risk,signal_score,markov_state,markov_p_continuation,markov_p_adverse,score_markov_adjustment,signal_score_pre_markov,signal_stop_risk,signal_stop_risk_5d,signal_gap_through_stop_risk,signal_mae_exceeds_stop_risk,signal_reliability_score,signal_score_pre_stop_risk_penalty,score_penalty_stop_risk_method,score_penalty_stop_risk_gated,consensus_count,signal_score_pre_lt_health,lt_health_points,lt_health_bonus,st_score,st_score_pre_model,markov_state_encoded,month,stop_before_target,candidate_name
2013-12-02,BRITANNIA.NS,B_pullback_rebound,B,450.025,3.39,434.75,100.0,48.8,71.1,100.0,79.6,40.7,1.71,3.0,1,-4.7264,3.9347,0.6275,1.4255,1.4802,3.1664,12.2,-0.0,-0.0,-0.0,-0.0,0.0,40.1,,0.0,0.0,0.0,40.1,0.0,0.0,0.0,0.0,100,40.1,continuous_power,False,1,40.1,2,0.0,29.7,25.5,0|0|0|0|0,2013-12,0,scores_only
2013-12-02,EICHERMOT.NS,A_breakout_40d,A,499.865,7.0,464.8744,100.0,100.0,100.0,19.4,58.0,60.0,2.72,3.0,3,6.6424,26.0689,0.5483,3.2186,3.372,34.5897,18.0,-0.0,-0.0,-0.0,-0.0,0.0,94.7,,0.0,0.0,0.0,94.7,0.0,0.0,0.0,0.0,100,94.7,continuous_power,False,1,94.7,2,0.0,61.3,43.6,0|0|0|0|0,2013-12,0,scores_only
2013-12-03,BAJFINANCE.NS,A_breakout_40d,A,14.699,7.0,13.6701,62.3,67.9,80.0,78.7,58.0,60.0,1.94,3.0,0,2.2326,11.5663,0.8285,2.0224,1.8555,12.845,18.0,-0.0,-0.0,-0.0,-0.0,0.0,79.9,,0.0,0.0,0.0,79.9,0.0,0.0,0.0,0.0,100,79.9,continuous_power,False,1,79.9,2,0.0,36.4,30.1,0|0|0|0|0,2013-12,0,scores_only
2013-12-03,EICHERMOT.NS,A_breakout_40d,A,513.775,7.0,477.8108,100.0,72.3,100.0,16.8,58.0,60.0,3.06,3.0,3,2.7828,28.5686,0.8272,2.1611,3.9252,32.1181,18.0,-0.0,-0.0,-0.0,-0.0,0.0,89.1,,0.0,0.0,0.0,89.1,0.0,0.0,0.0,0.0,100,89.1,continuous_power,False,1,89.1,2,0.0,60.4,43.1,0|0|0|0|0,2013-12,0,scores_only
2013-12-03,SHREECEM.NS,B_pullback_rebound,B,4401.5498,5.69,4151.1499,50.3,42.7,73.2,100.0,65.9,40.7,1.07,3.0,0,-2.9577,1.4342,0.0,1.3075,0.3075,1.7501,12.2,-0.0,-0.0,-0.0,-0.0,0.0,29.6,,0.0,0.0,0.0,29.6,0.0,0.0,0.0,0.0,100,29.6,continuous_power,False,2,29.6,2,0.0,49.0,32.9,0|0|0|0|0,2013-12,0,scores_only
2013-12-03,SHREECEM.NS,F_vwap_reclaim,F,4401.5498,1.47,4337.0302,50.3,68.9,73.2,100.0,91.2,39.0,1.07,3.0,1,-2.9577,1.4342,0.0,1.3075,0.3075,1.7501,11.7,-0.0,-0.0,-0.0,-0.0,0.0,6.6,,0.0,0.0,0.0,6.6,0.0,0.0,0.0,0.0,100,6.6,continuous_power,False,2,6.6,2,0.0,49.0,32.9,0|0|0|0|0,2013-12,0,scores_only
2013-12-04,INFY.NS,B_pullback_rebound,B,420.6688,2.98,408.125,100.0,46.6,66.7,100.0,82.1,40.7,1.03,3.0,0,-2.2539,3.5686,0.0373,0.8879,0.0373,2.0181,12.2,-0.0,-0.0,-0.0,-0.0,0.0,40.8,,0.0,0.0,0.0,40.8,0.0,0.0,0.0,0.0,100,40.8,continuous_power,False,1,40.8,2,0.0,46.0,32.9,0|0|0|0|0,2013-12,0,scores_only
2013-12-05,ADANIPORTS.NS,C_macd_crossover,C,160.4,6.61,149.8,65.7,85.0,89.1,100.0,60.3,53.0,1.51,3.0,0,-0.5271,7.1849,3.5286,0.6034,3.7675,5.3805,15.9,-0.0,-0.0,-0.0,-0.0,0.0,70.2,,0.0,0.0,0.0,70.2,0.0,0.0,0.0,0.0,100,70.2,continuous_power,False,2,70.2,2,0.0,48.6,34.7,0|0|0|0|0,2013-12,0,scores_only
2013-12-05,ADANIPORTS.NS,F_vwap_reclaim,F,160.4,4.0,153.9897,65.7,100.0,89.1,100.0,76.0,39.0,1.51,3.0,1,-0.5271,7.1849,3.5286,0.6034,3.7675,5.3805,11.7,-0.0,-0.0,-0.0,-0.0,0.0,30.1,,0.0,0.0,0.0,30.1,0.0,0.0,0.0,0.0,100,30.1,continuous_power,False,2,30.1,2,0.0,43.8,33.1,0|0|0|0|0,2013-12,0,scores_only
2013-12-05,GOLDBEES.NS,B_pullback_rebound,B,28.672,1.05,28.37,75.8,51.8,68.5,98.3,93.7,40.7,0.27,1.07,0,-4.0139,0.0827,0.3198,0.9896,0.7678,0.3103,12.2,-0.0,-0.0,-0.0,-0.0,0.0,21.7,,0.0,0.0,0.0,21.7,0.0,0.0,0.0,0.0,100,21.7,continuous_power,False,1,21.7,2,0.0,46.0,32.9,0|0|0|0|0,2013-12,0,scores_only
2013-12-05,HDFCBANK.NS,A_breakout_40d,A,172.025,7.0,159.9832,51.1,51.9,93.8,92.7,58.0,60.0,0.14,0.57,0,0.2331,5.3323,2.1214,1.2228,2.3441,8.0359,18.0,-0.0,-0.0,-0.0,-0.0,0.0,68.9,,0.0,0.0,0.0,68.9,0.0,0.0,0.0,0.0,100,68.9,continuous_power,False,2,68.9,2,0.0,38.1,30.8,0|0|0|0|0,2013-12,0,scores_only
2013-12-05,HDFCBANK.NS,E_boll_squeeze,E,172.025,4.84,163.6988,51.1,100.0,93.8,92.7,71.0,40.0,0.14,0.57,1,0.2331,5.3323,2.1214,1.2228,2.3441,8.0359,12.0,-0.0,-0.0,-0.0,-0.0,0.0,25.3,,0.0,0.0,0.0,25.3,0.0,0.0,0.0,0.0,100,25.3,continuous_power,False,2,25.3,2,0.0,32.2,28.0,0|0|0|0|0,2013-12,0,scores_only
2013-12-05,MARUTI.NS,A_breakout_40d,A,1700.15,7.0,1581.1395,69.8,58.4,95.6,85.8,58.0,60.0,1.66,3.0,0,1.046,10.2344,1.671,1.0672,1.7382,7.8472,18.0,-0.0,-0.0,-0.0,-0.0,0.0,77.2,,0.0,0.0,0.0,77.2,0.0,0.0,0.0,0.0,100,77.2,continuous_power,False,2,77.2,2,0.0,28.6,22.5,0|0|0|0|0,2013-12,0,scores_only
2013-12-05,MARUTI.NS,F_vwap_reclaim,F,1700.15,3.89,1633.95,69.8,100.0,95.6,85.8,76.6,39.0,1.66,3.0,1,1.046,10.2344,1.671,1.0672,1.7382,7.8472,11.7,-0.0,-0.0,-0.0,-0.0,0.0,26.8,,0.0,0.0,0.0,26.8,0.0,0.0,0.0,0.0,100,26.8,continuous_power,False,2,26.8,2,0.0,39.9,29.8,0|0|0|0|0,2013-12,0,scores_only
2013-12-06,HDFCBANK.NS,E_boll_squeeze,E,170.675,3.96,163.915,51.7,96.9,66.1,99.6,76.2,40.0,0.21,0.84,2,-0.7848,4.3755,-0.465,0.8206,1.6409,6.4455,12.0,-0.0,-0.0,-0.0,-0.0,0.0,8.0,,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,100,8.0,continuous_power,False,1,8.0,2,0.0,45.9,32.5,0|0|0|0|0,2013-12,0,scores_only
2013-12-06,NTPC.NS,B_pullback_rebound,B,124.125,3.99,119.1667,56.6,53.7,73.5,100.0,76.0,40.7,0.1,0.42,0,-4.5498,0.916,0.1043,1.7031,2.2275,1.5672,12.2,-0.0,-0.0,-0.0,-0.0,0.0,23.3,,0.0,0.0,0.0,23.3,0.0,0.0,0.0,0.0,100,23.3,continuous_power,False,1,23.3,2,0.0,31.7,26.7,0|0|0|0|0,2013-12,0,scores_only
2013-12-09,BHARTIARTL.NS,C_macd_crossover,C,303.1379,5.29,287.0955,85.5,71.8,64.5,99.9,68.2,53.0,-0.2,0.0,0,-8.4014,-0.8142,3.4898,1.0536,3.6373,1.0556,15.9,-0.0,-0.0,-0.0,-0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,continuous_power,False,1,0.0,2,0.0,46.0,34.9,0|0|0|0|0,2013-12,0,scores_only
2013-12-09,HDFCBANK.NS,A_breakout_40d,A,174.1625,7.0,161.9711,52.5,59.9,79.1,88.8,58.0,60.0,0.33,1.32,3,1.2426,6.319,3.9988,1.6032,4.6021,10.684,18.0,-0.0,-0.0,-0.0,-0.0,0.0,65.3,,0.0,0.0,0.0,65.3,0.0,0.0,0.0,0.0,100,65.3,continuous_power,False,1,65.3,2,0.0,21.9,26.9,0|0|0|0|0,2013-12,0,scores_only
2013-12-09,INFY.NS,B_pullback_rebound,B,417.35,2.21,408.125,100.0,52.8,67.5,100.0,86.7,40.7,1.03,3.0,1,-3.025,2.1316,1.1787,1.1348,1.3135,0.6402,12.2,-0.0,-0.0,-0.0,-0.0,0.0,47.5,,0.0,0.0,0.0,47.5,0.0,0.0,0.0,0.0,100,47.5,continuous_power,False,1,47.5,2,0.0,43.4,32.3,0|0|0|0|0,2013-12,0,scores_only
2013-12-09,LT.NS,A_breakout_40d,A,764.6,7.0,711.078,60.5,86.8,92.5,61.6,58.0,60.0,2.65,3.0,0,4.606,21.9852,2.5173,0.9996,2.5173,25.8898,18.0,-0.0,-0.0,-0.0,-0.0,0.0,84.5,,0.0,0.0,0.0,84.5,0.0,0.0,0.0,0.0,100,84.5,continuous_power,False,1,84.5,2,0.0,33.1,31.5,0|0|0|0|0,2013-12,0,scores_only
2013-12-09,MARUTI.NS,A_breakout_40d,A,1763.75,7.0,1640.2875,73.4,79.3,72.1,67.7,58.0,60.0,1.71,3.0,2,3.6585,13.3975,2.1981,1.5444,2.973,16.5917,18.0,-0.0,-0.0,-0.0,-0.0,0.0,88.1,,0.0,0.0,0.0,88.1,0.0,0.0,0.0,0.0,100,88.1,continuous_power,False,2,88.1,2,0.0,36.9,32.0,0|0|0|0|0,2013-12,0,scores_only
2013-12-09,MARUTI.NS,C_macd_crossover,C,1763.75,7.0,1640.2875,73.4,94.0,72.1,67.7,58.0,53.0,1.71,3.0,3,3.6585,13.3975,2.1981,1.5444,2.973,16.5917,15.9,-0.0,-0.0,-0.0,-0.0,0.0,88.9,,0.0,0.0,0.0,88.9,0.0,0.0,0.0,0.0,100,88.9,continuous_power,False,2,88.9,2,0.0,34.7,31.3,0|0|0|0|0,2013-12,0,scores_only
2013-12-09,NTPC.NS,F_vwap_reclaim,F,127.875,3.39,123.5422,57.1,100.0,76.4,100.0,79.7,39.0,0.12,0.47,1,-1.6661,3.8522,2.7862,1.1157,3.4671,6.2637,11.7,-0.0,-0.0,-0.0,-0.0,0.0,23.5,,0.0,0.0,0.0,23.5,0.0,0.0,0.0,0.0,100,23.5,continuous_power,False,1,23.5,2,0.0,47.6,34.7,0|0|0|0|0,2013-12,0,scores_only
2013-12-09,SHREECEM.NS,B_pullback_rebound,B,4369.0498,4.99,4151.1499,52.3,45.1,90.2,100.0,70.1,40.7,0.52,2.08,2,-3.6742,0.3589,2.4173,0.866,2.945,0.8894,12.2,-0.0,-0.0,-0.0,-0.0,0.0,11.5,,0.0,0.0,0.0,11.5,0.0,0.0,0.0,0.0,100,11.5,continuous_power,False,2,11.5,2,0.0,52.5,35.5,0|0|0|0|0,2013-12,0,scores_only
2013-12-09,SHREECEM.NS,F_vwap_reclaim,F,4369.0498,1.23,4315.1245,52.3,59.5,90.2,100.0,92.6,39.0,0.52,2.08,3,-3.6742,0.3589,2.4173,0.866,2.945,0.8894,11.7,-0.0,-0.0,-0.0,-0.0,0.0,31.4,,0.0,0.0,0.0,31.4,0.0,0.0,0.0,0.0,100,31.4,continuous_power,False,2,31.4,2,0.0,52.5,35.5,0|0|0|0|0,2013-12,0,scores_only
2013-12-09,SIEMENS.NS,A_breakout_40d,A,380.1996,7.0,353.5856,69.6,73.5,80.7,75.4,58.0,60.0,2.69,3.0,0,2.9402,17.7559,1.7165,0.9335,1.7165,19.2589,18.0,-0.0,-0.0,-0.0,-0.0,0.0,82.5,,0.0,0.0,0.0,82.5,0.0,0.0,0.0,0.0,100,82.5,continuous_power,False,1,82.5,2,0.0,34.6,31.5,0|0|0|0|0,2013-12,0,scores_only
2013-12-09,ULTRACEMCO.NS,C_macd_crossover,C,1928.5,5.82,1816.25,64.8,92.5,83.7,100.0,65.1,53.0,0.53,2.12,0,-2.9124,0.8874,2.0012,1.0612,2.0625,3.2574,15.9,-0.0,-0.0,-0.0,-0.0,0.0,46.5,,0.0,0.0,0.0,46.5,0.0,0.0,0.0,0.0,100,46.5,continuous_power,False,2,46.5,2,0.0,44.5,32.9,0|0|0|0|0,2013-12,0,scores_only
2013-12-09,ULTRACEMCO.NS,F_vwap_reclaim,F,1928.5,3.12,1868.2427,64.8,100.0,83.7,100.0,81.3,39.0,0.53,2.12,1,-2.9124,0.8874,2.0012,1.0612,2.0625,3.2574,11.7,-0.0,-0.0,-0.0,-0.0,0.0,31.4,,0.0,0.0,0.0,31.4,0.0,0.0,0.0,0.0,100,31.4,continuous_power,False,2,31.4,2,0.0,39.8,31.3,0|0|0|0|0,2013-12,0,scores_only
2013-12-09,VEDL.NS,F_vwap_reclaim,F,191.85,4.88,182.4827,100.0,100.0,78.6,100.0,70.7,39.0,0.12,0.49,0,-7.1394,1.692,1.3714,1.3356,2.0939,6.7268,11.7,-0.0,-0.0,-0.0,-0.0,14.009,24.9,,0.0,0.0,0.0,38.9,0.5,0.5,0.5,0.5,50,38.9,continuous_power,False,1,38.9,2,0.0,34.6,28.4,0|0|0|0|0,2013-12,0,scores_only
2013-12-10,HDFCBANK.NS,A_breakout_40d,A,174.175,7.0,161.9828,53.6,50.1,76.8,88.8,58.0,60.0,0.55,2.19,4,0.0072,6.0802,-0.6172,0.7709,3.2214,7.2922,18.0,-0.0,-0.0,-0.0,-0.0,0.0,64.1,,0.0,0.0,0.0,64.1,0.0,0.0,0.0,0.0,100,64.1,continuous_power,False,1,64.1,2,0.0,51.7,35.0,0|0|0|0|0,2013-12,0,scores_only
2013-12-10,HEROMOTOCO.NS,A_breakout_40d,A,2200.05,7.0,2046.0465,100.0,79.0,76.9,75.5,58.0,60.0,0.43,1.72,0,3.6195,6.9079,0.0848,1.916,2.1668,15.1312,18.0,-0.0,-0.0,-0.0,-0.0,0.0,83.3,,0.0,0.0,0.0,83.3,0.0,0.0,0.0,0.0,100,83.3,continuous_power,False,2,83.3,2,0.0,39.8,30.3,0|0|0|0|0,2013-12,0,scores_only
2013-12-10,HEROMOTOCO.NS,G_vcp_breakout,G,2200.05,7.0,2046.0465,100.0,100.0,76.9,75.5,58.0,52.3,0.43,1.72,1,3.6195,6.9079,0.0848,1.916,2.1668,15.1312,15.7,-0.0,-0.0,-0.0,-0.0,0.0,90.2,,0.0,0.0,0.0,90.2,0.0,0.0,0.0,0.0,100,90.2,continuous_power,False,2,90.2,2,0.0,45.7,32.8,0|0|0|0|0,2013-12,0,scores_only
2013-12-10,INFY.NS,B_pullback_rebound,B,421.3563,3.14,408.125,100.0,45.3,77.1,100.0,81.2,40.7,1.04,3.0,2,-2.0941,2.8846,-0.1138,1.0368,0.9563,1.6467,12.2,-0.0,-0.0,-0.0,-0.0,0.0,48.1,,0.0,0.0,0.0,48.1,0.0,0.0,0.0,0.0,100,48.1,continuous_power,False,2,48.1,2,0.0,44.3,31.3,0|0|0|0|0,2013-12,0,scores_only
2013-12-10,INFY.NS,F_vwap_reclaim,F,421.3563,1.49,415.0587,100.0,70.1,77.1,100.0,91.0,39.0,1.04,3.0,3,-2.0941,2.8846,-0.1138,1.0368,0.9563,1.6467,11.7,-0.0,-0.0,-0.0,-0.0,0.0,15.8,,0.0,0.0,0.0,15.8,0.0,0.0,0.0,0.0,100,15.8,continuous_power,False,2,15.8,2,0.0,44.3,31.3,0|0|0|0|0,2013-12,0,scores_only
2013-12-10,ITC.NS,F_vwap_reclaim,F,204.0738,1.62,200.7675,55.3,75.2,75.3,97.6,90.3,39.0,-1.15,0.0,0,-10.337,-3.3236,0.0639,0.7988,1.1818,1.6963,11.7,-0.0,-0.0,-0.0,-0.0,0.0,6.6,,0.0,0.0,0.0,6.6,0.0,0.0,0.0,0.0,100,6.6,continuous_power,False,1,6.6,2,0.0,56.3,36.8,0|0|0|0|0,2013-12,0,scores_only
2013-12-10,TCS.NS,C_macd_crossover,C,1041.375,5.41,985.0,100.0,100.0,78.4,100.0,67.5,53.0,0.3,1.19,0,-5.9876,1.6557,-0.2419,2.3675,2.3718,5.3847,15.9,-0.0,-0.0,-0.0,-0.0,24.0,0.0,,0.0,0.0,0.0,17.0,1.0,1.0,1.0,1.0,0,17.0,continuous_power,False,3,17.0,2,0.0,35.7,25.5,0|0|0|0|0,2013-12,0,scores_only
2013-12-10,TCS.NS,E_boll_squeeze,E,1041.375,3.16,1008.4862,100.0,100.0,78.4,100.0,81.1,40.0,0.3,1.19,1,-5.9876,1.6557,-0.2419,2.3675,2.3718,5.3847,12.0,-0.0,-0.0,-0.0,-0.0,24.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0.0,continuous_power,False,3,0.0,2,0.0,26.3,15.3,0|0|0|0|0,2013-12,0,scores_only
2013-12-10,TCS.NS,F_vwap_reclaim,F,1041.375,3.98,999.9443,100.0,100.0,78.4,100.0,76.1,39.0,0.3,1.19,2,-5.9876,1.6557,-0.2419,2.3675,2.3718,5.3847,11.7,-0.0,-0.0,-0.0,-0.0,24.0,7.9,,0.0,0.0,0.0,31.9,1.0,1.0,1.0,1.0,0,31.9,continuous_power,False,3,31.9,2,0.0,26.1,15.1,0|0|0|0|0,2013-12,0,scores_only
2013-12-10,WIPRO.NS,A_breakout_40d,A,96.8813,7.0,90.0996,100.0,53.0,75.3,68.7,58.0,60.0,0.49,1.96,0,0.3691,6.4268,-0.0197,1.8479,1.986,10.1437,18.0,-0.0,-0.0,-0.0,-0.0,0.0,82.6,,0.0,0.0,0.0,82.6,0.0,0.0,0.0,0.0,100,82.6,continuous_power,False,1,82.6,2,0.0,55.0,36.9,0|0|0|0|0,2013-12,0,scores_only
2013-12-11,HCLTECH.NS,A_breakout_40d,A,294.1,7.0,273.513,100.0,60.5,83.9,77.8,58.0,60.0,0.68,2.7,0,1.3134,6.9655,0.0173,1.1097,0.1271,10.9686,18.0,-0.0,-0.0,-0.0,-0.0,0.0,86.2,,0.0,0.0,0.0,86.2,0.0,0.0,0.0,0.0,100,86.2,continuous_power,False,1,86.2,2,0.0,49.3,34.6,0|0|0|0|0,2013-12,0,scores_only
2013-12-12,PIDILITIND.NS,B_pullback_rebound,B,147.3,2.58,143.5,75.2,42.6,76.1,100.0,84.5,40.7,1.31,3.0,0,-4.4127,5.5664,0.2411,0.9224,0.2411,2.7988,12.2,-0.0,-0.0,-0.0,-0.0,0.0,20.7,,0.0,0.0,0.0,20.7,0.0,0.0,0.0,0.0,100,20.7,continuous_power,False,2,20.7,2,0.0,49.0,32.9,0|0|0|0|0,2013-12,0,scores_only
2013-12-12,PIDILITIND.NS,F_vwap_reclaim,F,147.3,1.06,145.7343,75.2,52.5,76.1,100.0,93.6,39.0,1.31,3.0,1,-4.4127,5.5664,0.2411,0.9224,0.2411,2.7988,11.7,-0.0,-0.0,-0.0,-0.0,0.0,13.2,,0.0,0.0,0.0,13.2,0.0,0.0,0.0,0.0,100,13.2,continuous_power,False,2,13.2,2,0.0,55.1,34.7,0|0|0|0|0,2013-12,0,scores_only
2013-12-13,HCLTECH.NS,A_breakout_40d,A,295.2875,7.0,274.6174,100.0,50.3,88.8,75.9,58.0,60.0,0.89,3.0,1,0.0339,7.0044,-0.6055,0.7054,0.0548,8.3401,18.0,-0.0,-0.0,-0.0,-0.0,0.0,85.0,,0.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,100,85.0,continuous_power,False,1,85.0,2,0.0,61.9,43.2,0|0|0|0|0,2013-12,0,scores_only
2013-12-13,INFY.NS,B_pullback_rebound,B,421.7313,1.89,413.75,100.0,45.7,64.1,100.0,88.6,40.7,1.08,3.0,3,-2.007,2.3016,-0.5604,0.6983,,1.4193,12.2,-0.0,-0.0,0.0,0.0,0.0,28.6,,0.0,0.0,0.0,28.6,0.0,0.0,0.0,0.0,100,28.6,continuous_power,False,1,28.6,2,0.0,40.0,32.1,0|0|0|0|0,2013-12,0,scores_only
2013-12-16,ADANIENT.NS,B_pullback_rebound,B,39.6523,5.91,37.3071,97.2,48.4,68.2,100.0,64.5,40.7,5.67,3.0,0,-7.2926,17.7274,0.0,1.3825,0.3825,5.4356,12.2,-0.0,-0.0,-0.0,-0.0,0.0,14.8,,0.0,0.0,0.0,14.8,0.0,0.0,0.0,0.0,100,14.8,continuous_power,False,1,14.8,2,0.0,48.0,33.4,0|0|0|0|0,2013-12,0,scores_only
2013-12-16,HCLTECH.NS,A_breakout_40d,A,296.425,7.0,275.6752,100.0,53.1,73.6,73.9,58.0,60.0,0.97,3.0,2,0.3852,7.194,-0.1397,0.8429,,7.782,18.0,-0.0,-0.0,0.0,0.0,0.0,83.5,,0.0,0.0,0.0,83.5,0.0,0.0,0.0,0.0,100,83.5,continuous_power,False,1,83.5,2,0.0,58.6,36.9,0|0|0|0|0,2013-12,0,scores_only
2013-12-16,INFY.NS,C_macd_crossover,C,431.5312,3.88,414.775,100.0,89.4,68.6,82.8,76.7,53.0,1.15,3.0,3,0.2701,4.402,0.1823,2.042,1.2242,5.1642,15.9,-0.0,-0.0,-0.0,-0.0,0.0,36.5,,0.0,0.0,0.0,36.5,0.0,0.0,0.0,0.0,100,36.5,continuous_power,False,1,36.5,2,0.0,26.4,20.1,0|0|0|0|0,2013-12,0,scores_only
2013-12-17,CIPLA.NS,C_macd_crossover,C,387.8,3.76,373.2,55.7,100.0,91.5,90.6,77.4,53.0,-1.27,0.0,0,-8.6777,-4.585,1.3567,1.539,1.8958,1.0714,15.9,-0.0,-0.0,-0.0,-0.0,0.0,1.4,,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,100,1.4,continuous_power,False,2,1.4,2,0.0,45.3,31.6,0|0|0|0|0,2013-12,0,scores_only
2013-12-17,CIPLA.NS,F_vwap_reclaim,F,387.8,1.31,382.734,55.7,62.4,91.5,90.6,92.2,39.0,-1.27,0.0,1,-8.6777,-4.585,1.3567,1.539,1.8958,1.0714,11.7,-0.0,-0.0,-0.0,-0.0,0.0,47.0,,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,100,47.0,continuous_power,False,2,47.0,2,0.0,56.1,35.2,0|0|0|0|0,2013-12,0,scores_only
2013-12-17,PIDILITIND.NS,B_pullback_rebound,B,146.65,3.41,141.65,77.6,47.7,100.0,100.0,79.5,40.7,1.19,3.0,2,-4.8345,4.4222,1.0706,0.8773,1.0706,1.9307,12.2,-0.0,-0.0,-0.0,-0.0,0.0,39.3,,0.0,0.0,0.0,39.3,0.0,0.0,0.0,0.0,100,39.3,continuous_power,False,1,39.3,2,0.0,46.0,32.9,0|0|0|0|0,2013-12,0,scores_only
2013-12-17,TVSMOTOR.NS,G_vcp_breakout,G,56.2,6.58,52.5,100.0,100.0,67.0,81.5,60.5,52.3,3.39,3.0,0,2.1818,11.5411,0.7401,1.9638,1.7039,12.0482,15.7,-0.0,-0.0,-0.0,-0.0,0.0,80.7,,0.0,0.0,0.0,80.7,0.0,0.0,0.0,0.0,100,80.7,continuous_power,False,1,80.7,2,0.0,34.1,28.9,0|0|0|0|0,2013-12,0,scores_only
2013-12-18,DIVISLAB.NS,A_breakout_40d,A,590.25,7.0,548.9325,80.0,62.2,75.1,88.0,58.0,60.0,1.35,3.0,0,1.5266,9.1081,0.7668,1.8321,2.086,10.1081,18.0,-0.0,-0.0,-0.0,-0.0,0.0,72.4,,0.0,0.0,0.0,72.4,0.0,0.0,0.0,0.0,100,72.4,continuous_power,False,1,72.4,2,0.0,33.5,28.7,0|0|0|0|0,2013-12,0,scores_only
2013-12-18,KOTAKBANK.NS,B_pullback_rebound,B,75.02,1.59,73.83,69.9,52.1,75.2,100.0,90.5,40.7,0.89,3.0,0,-2.8867,2.5813,0.0405,1.3904,1.0887,0.7744,12.2,-0.0,-0.0,-0.0,-0.0,0.0,32.0,,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,100,32.0,continuous_power,False,1,32.0,2,0.0,37.2,29.6,0|0|0|0|0,2013-12,0,scores_only
2013-12-18,SHREECEM.NS,B_pullback_rebound,B,4400.9502,3.96,4226.6001,55.4,38.9,100.0,100.0,76.2,40.7,0.32,1.28,0,-2.0007,0.5103,0.9696,1.5311,2.4774,1.8019,12.2,-0.0,-0.0,-0.0,-0.0,0.0,41.8,,0.0,0.0,0.0,41.8,0.0,0.0,0.0,0.0,100,41.8,continuous_power,False,3,41.8,2,0.0,47.3,31.3,0|0|0|0|0,2013-12,0,scores_only
2013-12-18,SHREECEM.NS,C_macd_crossover,C,4400.9502,3.96,4226.6001,55.4,69.6,100.0,100.0,76.2,53.0,0.32,1.28,1,-2.0007,0.5103,0.9696,1.5311,2.4774,1.8019,15.9,-0.0,-0.0,-0.0,-0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,continuous_power,False,3,0.0,2,0.0,43.2,29.6,0|0|0|0|0,2013-12,0,scores_only
2013-12-18,SHREECEM.NS,F_vwap_reclaim,F,4400.9502,1.99,4313.3964,55.4,90.4,100.0,100.0,88.1,39.0,0.32,1.28,2,-2.0007,0.5103,0.9696,1.5311,2.4774,1.8019,11.7,-0.0,-0.0,-0.0,-0.0,0.0,45.1,,0.0,0.0,0.0,45.1,0.0,0.0,0.0,0.0,100,45.1,continuous_power,False,3,45.1,2,0.0,47.3,31.3,0|0|0|0|0,2013-12,0,scores_only
2013-12-18,TVSMOTOR.NS,C_macd_crossover,C,57.85,7.0,53.8005,100.0,61.7,66.0,70.8,58.0,53.0,3.32,3.0,1,2.9359,14.0958,1.7794,1.6595,3.6315,17.4438,15.9,-0.0,-0.0,-0.0,-0.0,0.0,78.8,,0.0,0.0,0.0,78.8,0.0,0.0,0.0,0.0,100,78.8,continuous_power,False,2,78.8,2,0.0,51.6,36.7,0|0|0|0|0,2013-12,0,scores_only
2013-12-18,TVSMOTOR.NS,G_vcp_breakout,G,57.85,7.0,53.8005,100.0,100.0,66.0,70.8,58.0,52.3,3.32,3.0,2,2.9359,14.0958,1.7794,1.6595,3.6315,17.4438,15.7,-0.0,-0.0,-0.0,-0.0,0.0,93.3,,0.0,0.0,0.0,93.3,0.0,0.0,0.0,0.0,100,93.3,continuous_power,False,2,93.3,2,0.0,33.2,29.6,0|0|0|0|0,2013-12,0,scores_only
2013-12-19,DRREDDY.NS,C_macd_crossover,C,492.7,2.94,478.23,100.0,56.0,65.9,100.0,82.4,53.0,0.15,0.61,0,-2.3641,1.2036,0.0587,1.2885,0.614,2.7243,15.9,-0.0,-0.0,-0.0,-0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,continuous_power,False,1,0.0,2,0.0,31.7,26.7,0|0|0|0|0,2013-12,0,scores_only
