buy_signal_date,sell_signal_date,ticker,pattern,entry_price,target_return_pct,target_price,sell_price,realized_return_pct
2023-12-19,2023-12-28,TATACONSUM.NS,A_breakout_40d,975.0,6.0,1033.5,1041.0,6.77
2023-12-20,2023-12-28,TATACONSUM.NS,A_breakout_40d,976.0,6.0,1034.56,1041.0,6.66
2023-11-30,2023-12-28,TITAN.NS,A_breakout_40d,3499.0,6.0,3708.94,3715.1001,6.18
2023-12-18,2023-12-29,BEL.NS,A_breakout_40d,172.9,6.0,183.274,184.2,6.54
2023-12-04,2023-12-29,TATASTEEL.NS,A_breakout_40d,131.0,6.0,138.86,139.6,6.56
2023-12-12,2023-12-29,ULTRACEMCO.NS,A_breakout_40d,9899.9502,6.0,10493.9472,10503.0498,6.09
2023-12-21,2024-01-01,GODREJCP.NS,A_breakout_40d,1076.15,6.0,1140.719,1144.8,6.38
2023-12-19,2024-01-01,NESTLEIND.NS,A_breakout_40d,1284.7,6.0,1361.782,1368.62,6.53
2023-12-15,2024-01-01,WIPRO.NS,A_breakout_40d,223.0,6.0,236.38,238.575,6.98
2023-12-19,2024-01-02,COALINDIA.NS,A_breakout_40d,369.0,6.0,391.14,392.65,6.41
2023-11-30,2024-01-02,DIVISLAB.NS,A_breakout_40d,3799.0,6.0,4026.94,4030.0,6.08
2023-12-06,2024-01-03,ADANIGREEN.NS,A_breakout_40d,1580.0,6.0,1674.8,1697.25,7.42
2023-12-18,2024-01-03,BAJAJ-AUTO.NS,A_breakout_40d,6470.0,6.0,6858.2,6986.5,7.98
2023-12-05,2024-01-04,ADANIPORTS.NS,A_breakout_40d,1045.0,6.0,1107.7,1123.2,7.48
2023-12-07,2024-01-04,ADANIPORTS.NS,A_breakout_40d,1048.0,6.0,1110.88,1123.2,7.18
2023-12-05,2024-01-04,AMBUJACEM.NS,A_breakout_40d,515.0,6.0,545.9,549.45,6.69
2023-12-14,2024-01-04,DLF.NS,A_breakout_40d,700.0,6.0,742.0,761.4,8.77
2023-12-28,2024-01-04,GODREJCP.NS,A_breakout_40d,1113.45,6.0,1180.257,1202.0,7.95
2023-12-14,2024-01-04,INDUSTOWER.NS,A_breakout_40d,202.55,6.0,214.703,216.45,6.86
2024-01-01,2024-01-04,INDUSTOWER.NS,A_breakout_40d,201.8,6.0,213.908,216.45,7.26
2023-12-13,2024-01-04,NTPC.NS,A_breakout_40d,297.75,6.0,315.615,317.1,6.5
2023-12-14,2024-01-04,NTPC.NS,A_breakout_40d,298.0,6.0,315.88,317.1,6.41
2023-11-16,2024-01-04,ONGC.NS,A_breakout_40d,200.85,6.0,212.901,214.65,6.87
2023-12-04,2024-01-04,ONGC.NS,A_breakout_40d,202.2,6.0,214.332,214.65,6.16
2023-12-05,2024-01-04,POWERGRID.NS,A_breakout_40d,226.0,6.0,239.56,241.45,6.84
2023-11-30,2024-01-04,SUNPHARMA.NS,A_breakout_40d,1233.05,6.0,1307.033,1312.95,6.48
2023-11-15,2024-01-05,ONGC.NS,A_breakout_40d,202.5,6.0,214.65,216.45,6.89
2023-12-20,2024-01-05,ONGC.NS,A_breakout_40d,203.95,6.0,216.187,216.45,6.13
2023-12-07,2024-01-10,INDIGO.NS,A_breakout_40d,2900.0,6.0,3074.0,3082.1499,6.28
2023-11-17,2024-01-11,APOLLOHOSP.NS,A_breakout_40d,5475.0,6.0,5803.5,5869.8999,7.21
2023-12-27,2024-01-11,BAJAJ-AUTO.NS,A_breakout_40d,6709.6499,6.0,7112.2289,7298.8501,8.78
2023-12-04,2024-01-11,SHRIRAMFIN.NS,A_breakout_40d,418.89,6.0,444.0234,455.95,8.85
2023-12-14,2024-01-11,SHRIRAMFIN.NS,A_breakout_40d,423.4,6.0,448.804,455.95,7.69
2023-12-07,2024-01-11,TATAPOWER.NS,A_breakout_40d,331.95,6.0,351.867,357.3,7.64
2023-11-30,2024-01-12,BHARTIARTL.NS,A_breakout_40d,1015.0,6.0,1075.9,1076.35,6.04
2023-12-14,2024-01-12,HCLTECH.NS,A_breakout_40d,1422.0,6.0,1507.32,1540.8,8.35
2023-12-15,2024-01-15,HCLTECH.NS,A_breakout_40d,1489.85,6.0,1579.241,1588.2,6.6
2023-12-14,2024-01-15,INFY.NS,A_breakout_40d,1523.05,6.0,1614.433,1652.1,8.47
2023-12-28,2024-01-15,IOC.NS,A_breakout_40d,129.7,6.0,137.482,137.65,6.13
2024-01-04,2024-01-15,ONGC.NS,A_breakout_40d,215.45,6.0,228.377,233.5,8.38
2023-12-22,2024-01-15,WIPRO.NS,A_breakout_40d,227.0,6.0,240.62,247.3,8.94
2023-12-04,2024-01-18,APOLLOHOSP.NS,A_breakout_40d,5610.0,6.0,5946.6,5990.8501,6.79
2023-12-14,2024-01-18,TECHM.NS,A_breakout_40d,1270.0,6.0,1346.2,1355.15,6.7
2023-12-29,2024-01-19,TATACONSUM.NS,A_breakout_40d,1093.85,6.0,1159.481,1161.7,6.2
2023-12-15,2024-01-19,TECHM.NS,A_breakout_40d,1305.0,6.0,1383.3,1389.9,6.51
2023-12-28,2024-01-23,HEROMOTOCO.NS,A_breakout_40d,4176.0,6.0,4426.56,4444.2002,6.42
2023-12-04,2024-01-23,MAXHEALTH.NS,A_breakout_40d,704.65,6.0,746.929,776.05,10.13
2024-01-02,2024-01-23,SUNPHARMA.NS,A_breakout_40d,1296.2,6.0,1373.972,1378.3,6.33
2023-12-15,2024-01-24,INFY.NS,A_breakout_40d,1567.95,6.0,1662.027,1675.4,6.85
2024-01-03,2024-01-25,BAJAJ-AUTO.NS,A_breakout_40d,7025.0,6.0,7446.5,7597.5,8.15
2024-01-09,2024-01-25,BAJAJ-AUTO.NS,A_breakout_40d,7125.0,6.0,7552.5,7597.5,6.63
2024-01-05,2024-01-25,TATAPOWER.NS,A_breakout_40d,344.0,6.0,364.64,365.1,6.13
2024-01-03,2024-01-29,AMBUJACEM.NS,A_breakout_40d,538.35,6.0,570.651,574.1,6.64
2023-12-28,2024-01-29,COALINDIA.NS,A_breakout_40d,381.5,6.0,404.39,412.8,8.2
2024-01-11,2024-01-29,HEROMOTOCO.NS,A_breakout_40d,4242.6499,6.0,4497.2089,4593.5,8.27
2023-12-15,2024-01-29,NTPC.NS,A_breakout_40d,306.0,6.0,324.36,324.55,6.06
2024-01-12,2024-01-29,ONGC.NS,A_breakout_40d,228.5,6.0,242.21,252.5,10.5
2024-01-15,2024-01-29,ONGC.NS,A_breakout_40d,234.95,6.0,249.047,252.5,7.47
2023-12-15,2024-01-29,POWERGRID.NS,A_breakout_40d,236.9,6.0,251.114,253.95,7.2
2023-12-28,2024-01-29,POWERGRID.NS,A_breakout_40d,237.8,6.0,252.068,253.95,6.79
2024-01-11,2024-01-29,RELIANCE.NS,A_breakout_40d,1359.9,6.0,1441.494,1448.05,6.48
2023-12-08,2024-01-29,TITAN.NS,A_breakout_40d,3634.55,6.0,3852.623,3866.6499,6.39
2023-12-04,2024-01-30,BPCL.NS,A_breakout_40d,235.025,6.0,249.1265,252.1,7.27
2024-01-11,2024-01-30,SHRIRAMFIN.NS,A_breakout_40d,458.56,6.0,486.0736,490.59,6.98
2024-01-18,2024-01-31,APOLLOHOSP.NS,A_breakout_40d,5987.0,6.0,6346.22,6352.9502,6.11
2023-11-30,2024-01-31,GRASIM.NS,A_breakout_40d,2011.9501,6.0,2132.6671,2175.0,8.1
2023-12-04,2024-01-31,GRASIM.NS,A_breakout_40d,2049.7498,6.0,2172.7348,2175.0,6.11
2024-01-11,2024-01-31,TATAPOWER.NS,A_breakout_40d,361.65,6.0,383.349,389.75,7.77
2024-01-24,2024-02-01,POWERGRID.NS,A_breakout_40d,244.75,6.0,259.435,265.8,8.6
2023-12-05,2024-02-02,BPCL.NS,A_breakout_40d,240.5,6.0,254.93,279.175,16.08
2024-01-29,2024-02-02,BPCL.NS,A_breakout_40d,248.425,6.0,263.3305,279.175,12.38
2024-01-30,2024-02-02,BPCL.NS,A_breakout_40d,252.975,6.0,268.1535,279.175,10.36
2024-01-02,2024-02-02,COALINDIA.NS,A_breakout_40d,394.8,6.0,418.488,419.8,6.33
2024-01-23,2024-02-02,HEROMOTOCO.NS,A_breakout_40d,4429.0,6.0,4694.74,4717.2998,6.51
2024-01-16,2024-02-02,IOC.NS,A_breakout_40d,143.0,6.0,151.58,162.9,13.92
2024-01-17,2024-02-02,IOC.NS,A_breakout_40d,143.8,6.0,152.428,162.9,13.28
2024-01-29,2024-02-02,POWERGRID.NS,A_breakout_40d,254.0,6.0,269.24,277.1,9.09
2024-01-31,2024-02-02,POWERGRID.NS,A_breakout_40d,259.0,6.0,274.54,277.1,6.99
2024-01-10,2024-02-05,CIPLA.NS,A_breakout_40d,1339.85,6.0,1420.241,1433.9,7.02
2023-12-28,2024-02-05,NTPC.NS,A_breakout_40d,314.35,6.0,333.211,336.1,6.92
2024-02-01,2024-02-05,POWERGRID.NS,A_breakout_40d,264.5,6.0,280.37,282.9,6.96
2024-01-23,2024-02-05,SUNPHARMA.NS,A_breakout_40d,1380.0,6.0,1462.8,1463.8,6.07
2024-02-02,2024-02-06,BPCL.NS,A_breakout_40d,283.0,6.0,299.98,304.65,7.65
2024-01-29,2024-02-06,COALINDIA.NS,A_breakout_40d,415.75,6.0,440.695,448.65,7.91
2024-02-02,2024-02-06,COALINDIA.NS,A_breakout_40d,423.25,6.0,448.645,448.65,6.0
2023-11-30,2024-02-06,DRREDDY.NS,A_breakout_40d,1160.0,6.0,1229.6,1233.3199,6.32
2024-02-02,2024-02-06,IOC.NS,A_breakout_40d,167.95,6.0,178.027,184.5,9.85
2024-01-23,2024-02-06,MAXHEALTH.NS,A_breakout_40d,767.05,6.0,813.073,821.4,7.09
2024-01-29,2024-02-06,ONGC.NS,A_breakout_40d,256.5,6.0,271.89,272.3,6.16
2023-12-15,2024-02-06,TCS.NS,A_breakout_40d,3858.1001,6.0,4089.5861,4136.0,7.2
2023-12-26,2024-02-06,WIPRO.NS,A_breakout_40d,234.25,6.0,248.305,249.825,6.65
2024-01-03,2024-02-07,ADANIENT.NS,A_breakout_40d,3039.3999,6.0,3221.7639,3229.8501,6.27
2023-12-07,2024-02-07,ADANIGREEN.NS,A_breakout_40d,1645.0,6.0,1743.7,1866.0,13.43
2024-01-03,2024-02-07,ADANIGREEN.NS,A_breakout_40d,1706.55,6.0,1808.943,1866.0,9.34
2024-01-04,2024-02-07,DLF.NS,A_breakout_40d,760.0,6.0,805.6,827.45,8.88
2024-01-31,2024-02-07,MAXHEALTH.NS,A_breakout_40d,780.0,6.0,826.8,832.35,6.71
2024-01-29,2024-02-07,SUNPHARMA.NS,A_breakout_40d,1401.9,6.0,1486.014,1496.2,6.73
2024-01-10,2024-02-07,TRENT.NS,A_breakout_40d,3190.0,6.0,3381.4,3607.5,13.09
2024-02-05,2024-02-08,BPCL.NS,A_breakout_40d,289.975,6.0,307.3735,310.25,6.99
2024-02-05,2024-02-08,IOC.NS,A_breakout_40d,176.55,6.0,187.143,192.4,8.98
2023-12-15,2024-02-08,SBIN.NS,A_breakout_40d,646.65,6.0,685.449,699.55,8.18
2024-02-07,2024-02-09,SBIN.NS,A_breakout_40d,680.4,6.0,721.224,725.25,6.59
2024-01-31,2024-02-09,SUNPHARMA.NS,A_breakout_40d,1427.0,6.0,1512.62,1534.8,7.55
2024-01-23,2024-02-12,APOLLOHOSP.NS,A_breakout_40d,6153.5498,6.0,6522.7628,6614.4502,7.49
2024-01-11,2024-02-12,BAJAJ-AUTO.NS,A_breakout_40d,7360.0,6.0,7801.6,7829.9502,6.39
2023-12-28,2024-02-12,DRREDDY.NS,A_breakout_40d,1166.02,6.0,1235.9812,1266.7,8.63
2024-01-29,2024-02-13,APOLLOHOSP.NS,A_breakout_40d,6331.0,6.0,6710.86,6718.8999,6.13
2024-02-05,2024-02-13,SUNPHARMA.NS,A_breakout_40d,1450.0,6.0,1537.0,1542.2,6.36
2024-01-25,2024-02-14,BAJAJ-AUTO.NS,A_breakout_40d,7594.0,6.0,8049.64,8083.2998,6.44
2024-01-09,2024-02-14,DLF.NS,A_breakout_40d,790.45,6.0,837.877,843.8,6.75
2024-02-05,2024-02-15,COALINDIA.NS,A_breakout_40d,444.8,6.0,471.488,476.85,7.21
2023-11-30,2024-02-15,M&M.NS,A_breakout_40d,1656.0,6.0,1755.36,1765.05,6.59
2024-02-08,2024-02-15,SBIN.NS,A_breakout_40d,703.65,6.0,745.869,761.7,8.25
2024-01-09,2024-02-16,ADANIPORTS.NS,A_breakout_40d,1220.0,6.0,1293.2,1306.85,7.12
2024-02-06,2024-02-16,BPCL.NS,A_breakout_40d,308.4,6.0,326.904,327.3,6.13
2024-02-08,2024-02-16,ETERNAL.NS,A_breakout_40d,146.9,6.0,155.714,156.7,6.67
2023-11-17,2024-02-16,SBILIFE.NS,A_breakout_40d,1413.95,6.0,1498.787,1508.45,6.68
2024-02-07,2024-02-16,TRENT.NS,A_breakout_40d,3735.3501,6.0,3959.4711,4024.6001,7.74
2024-01-15,2024-02-16,WIPRO.NS,A_breakout_40d,247.5,6.0,262.35,271.5,9.7
2024-02-12,2024-02-16,WIPRO.NS,A_breakout_40d,251.55,6.0,266.643,271.5,7.93
2024-02-08,2024-02-19,TRENT.NS,A_breakout_40d,3800.0,6.0,4028.0,4047.1499,6.5
2024-02-09,2024-02-20,ETERNAL.NS,A_breakout_40d,151.0,6.0,160.06,161.05,6.66
2023-12-01,2024-02-20,GRASIM.NS,A_breakout_40d,2066.782,6.0,2190.7889,2192.25,6.07
2024-01-04,2024-02-20,NTPC.NS,A_breakout_40d,322.9,6.0,342.274,345.7,7.06
2023-11-21,2024-02-20,SBILIFE.NS,A_breakout_40d,1425.0,6.0,1510.5,1513.55,6.21
2024-02-07,2024-02-21,DLF.NS,A_breakout_40d,828.8,6.0,878.528,886.85,7.0
2024-02-09,2024-02-21,SBIN.NS,A_breakout_40d,726.0,6.0,769.56,771.5,6.27
2024-01-05,2024-02-22,GODREJCP.NS,A_breakout_40d,1184.2,6.0,1255.252,1256.35,6.09
2024-01-15,2024-02-22,HCLTECH.NS,A_breakout_40d,1587.0,6.0,1682.22,1686.4,6.26
2023-12-04,2024-02-22,ICICIBANK.NS,A_breakout_40d,1002.5,6.0,1062.65,1062.7,6.0
2024-02-15,2024-02-22,M&M.NS,A_breakout_40d,1788.0,6.0,1895.28,1910.35,6.84
2024-01-09,2024-02-22,SIEMENS.NS,A_breakout_40d,2460.0854,6.0,2607.6905,2672.3152,8.63
2024-02-13,2024-02-22,SIEMENS.NS,A_breakout_40d,2512.0349,6.0,2662.757,2672.3152,6.38
2023-12-15,2024-02-22,TATASTEEL.NS,A_breakout_40d,136.85,6.0,145.061,145.9,6.61
2023-12-05,2024-02-23,ADANIENT.NS,A_breakout_40d,3080.0,6.0,3264.8,3273.3,6.28
2023-12-26,2024-02-23,BEL.NS,A_breakout_40d,184.0,6.0,195.04,205.3,11.58
2024-02-12,2024-02-23,ETERNAL.NS,A_breakout_40d,154.35,6.0,163.611,164.05,6.28
2024-01-05,2024-02-23,INDUSTOWER.NS,A_breakout_40d,222.55,6.0,235.903,241.15,8.36
2023-11-30,2024-02-23,SBILIFE.NS,A_breakout_40d,1438.05,6.0,1524.333,1529.15,6.33
2024-01-25,2024-02-26,AMBUJACEM.NS,A_breakout_40d,570.9,6.0,605.154,608.6,6.6
2023-12-13,2024-02-26,INDIGO.NS,A_breakout_40d,3000.0,6.0,3180.0,3184.05,6.14
2024-01-24,2024-02-26,INDUSTOWER.NS,A_breakout_40d,232.25,6.0,246.185,246.35,6.07
2023-12-04,2024-02-26,SBILIFE.NS,A_breakout_40d,1454.0,6.0,1541.24,1549.15,6.54
2023-12-13,2024-02-26,TVSMOTOR.NS,A_breakout_40d,2026.0,6.0,2147.56,2162.1001,6.72
2024-02-16,2024-02-27,M&M.NS,A_breakout_40d,1836.05,6.0,1946.213,1950.6,6.24
2024-01-29,2024-02-27,SIEMENS.NS,A_breakout_40d,2535.2507,6.0,2687.3657,2691.5688,6.17
2023-12-05,2024-02-29,SBILIFE.NS,A_breakout_40d,1462.0,6.0,1549.72,1552.55,6.19
2024-02-14,2024-02-29,SIEMENS.NS,A_breakout_40d,2582.7979,6.0,2737.7658,2746.7173,6.35
2024-01-29,2024-03-01,AMBUJACEM.NS,A_breakout_40d,574.2,6.0,608.652,617.6,7.56
2024-02-09,2024-03-01,AMBUJACEM.NS,A_breakout_40d,582.1,6.0,617.026,617.6,6.1
2023-12-05,2024-03-01,ICICIBANK.NS,A_breakout_40d,1014.0,6.0,1074.84,1086.9,7.19
2024-02-23,2024-03-01,INDUSTOWER.NS,A_breakout_40d,245.0,6.0,259.7,263.1,7.39
2024-02-26,2024-03-01,INDUSTOWER.NS,A_breakout_40d,247.0,6.0,261.82,263.1,6.52
2024-02-02,2024-03-04,POWERGRID.NS,A_breakout_40d,277.5,6.0,294.15,294.65,6.18
2024-02-05,2024-03-04,TATASTEEL.NS,A_breakout_40d,143.0,6.0,151.58,153.1,7.06
2024-01-12,2024-03-07,TATACONSUM.NS,A_breakout_40d,1190.0,6.0,1261.4,1261.55,6.01
2024-01-29,2024-03-07,TATAPOWER.NS,A_breakout_40d,386.1,6.0,409.266,425.25,10.14
2024-01-23,2024-03-11,CIPLA.NS,A_breakout_40d,1409.0,6.0,1493.54,1504.1,6.75
2024-01-12,2024-03-14,TCS.NS,A_breakout_40d,3960.0,6.0,4197.6,4207.6001,6.25
2024-01-19,2024-03-15,BHARTIARTL.NS,A_breakout_40d,1145.0,6.0,1213.7,1220.0,6.55
2024-01-23,2024-03-15,BHARTIARTL.NS,A_breakout_40d,1140.1,6.0,1208.506,1220.0,7.01
2023-12-04,2024-03-21,GOLDBEES.NS,A_breakout_40d,53.1,6.0,56.286,56.7,6.78
2024-02-16,2024-03-22,BAJAJ-AUTO.NS,A_breakout_40d,8400.0,6.0,8904.0,8945.25,6.49
2024-02-29,2024-03-26,ETERNAL.NS,A_breakout_40d,168.0,6.0,178.08,182.6,8.69
2024-02-05,2024-03-26,INDIGO.NS,A_breakout_40d,3190.05,6.0,3381.453,3492.05,9.47
2024-03-11,2024-03-26,INDIGO.NS,A_breakout_40d,3220.95,6.0,3414.207,3492.05,8.42
2024-03-12,2024-03-26,INDIGO.NS,A_breakout_40d,3242.0,6.0,3436.52,3492.05,7.71
2024-03-01,2024-03-26,INDUSTOWER.NS,A_breakout_40d,265.55,6.0,281.483,283.65,6.82
2024-03-11,2024-03-26,SIEMENS.NS,A_breakout_40d,2785.3125,6.0,2952.4313,2992.905,7.45
2024-02-19,2024-03-27,BAJAJ-AUTO.NS,A_breakout_40d,8505.0,6.0,9015.3,9162.5,7.73
2024-03-06,2024-03-27,BAJAJ-AUTO.NS,A_breakout_40d,8638.0,6.0,9156.28,9162.5,6.07
2024-03-21,2024-03-27,SIEMENS.NS,A_breakout_40d,2896.8718,6.0,3070.6841,3104.4348,7.17
2024-03-06,2024-03-28,PIDILITIND.NS,A_breakout_40d,1417.55,6.0,1502.603,1507.35,6.33
2024-02-21,2024-04-01,DLF.NS,A_breakout_40d,894.0,6.0,947.64,948.25,6.07
2024-03-04,2024-04-01,GOLDBEES.NS,A_breakout_40d,54.7,6.0,57.982,58.32,6.62
2024-03-05,2024-04-01,GOLDBEES.NS,A_breakout_40d,54.9,6.0,58.194,58.32,6.23
2024-03-06,2024-04-01,GOLDBEES.NS,A_breakout_40d,55.0,6.0,58.3,58.32,6.04
2024-03-26,2024-04-01,INDUSTOWER.NS,A_breakout_40d,283.65,6.0,300.669,315.2,11.12
2024-03-07,2024-04-01,PIDILITIND.NS,A_breakout_40d,1437.5,6.0,1523.75,1525.775,6.14
2024-03-04,2024-04-01,TATASTEEL.NS,A_breakout_40d,153.2,6.0,162.392,163.15,6.49
2023-12-05,2024-04-02,ADANIPOWER.NS,A_breakout_40d,109.0,6.0,115.54,117.69,7.97
2024-02-16,2024-04-02,AMBUJACEM.NS,A_breakout_40d,588.8,6.0,624.128,634.7,7.8
2024-02-23,2024-04-02,BEL.NS,A_breakout_40d,205.65,6.0,217.989,221.0,7.46
2024-03-01,2024-04-02,TATASTEEL.NS,A_breakout_40d,154.9,6.0,164.194,164.65,6.29
2023-12-06,2024-04-03,ADANIPOWER.NS,A_breakout_40d,113.59,6.0,120.4054,123.57,8.79
2024-03-05,2024-04-03,ADANIPOWER.NS,A_breakout_40d,115.0,6.0,121.9,123.57,7.45
2024-01-29,2024-04-03,SHRIRAMFIN.NS,A_breakout_40d,481.8,6.0,510.708,511.29,6.12
2024-03-27,2024-04-03,SIEMENS.NS,A_breakout_40d,3104.4348,6.0,3290.7009,3313.7881,6.74
2024-04-02,2024-04-04,ADANIPOWER.NS,A_breakout_40d,118.0,6.0,125.08,128.4,8.81
2023-11-17,2024-04-04,SILVERBEES.NS,A_breakout_40d,72.26,6.0,76.5956,78.03,7.99
2024-04-01,2024-04-04,VEDL.NS,A_breakout_40d,286.95,6.0,304.167,309.95,8.02
2024-03-11,2024-04-08,GOLDBEES.NS,A_breakout_40d,56.2,6.0,59.572,60.21,7.14
2024-03-20,2024-04-08,MARUTI.NS,A_breakout_40d,11999.0,6.0,12718.94,12865.0996,7.22
2024-02-02,2024-04-08,NTPC.NS,A_breakout_40d,338.0,6.0,358.28,363.5,7.54
2023-11-28,2024-04-08,SILVERBEES.NS,A_breakout_40d,73.74,6.0,78.1644,80.53,9.21
2024-04-02,2024-04-08,VEDL.NS,A_breakout_40d,301.2,6.0,319.272,323.3,7.34
2024-04-04,2024-04-09,VEDL.NS,A_breakout_40d,311.05,6.0,329.713,338.0,8.66
2024-03-28,2024-04-10,EICHERMOT.NS,A_breakout_40d,4060.8,6.0,4304.448,4315.1001,6.26
2024-04-05,2024-04-10,VEDL.NS,A_breakout_40d,323.9,6.0,343.334,361.8,11.7
2024-04-09,2024-04-12,VEDL.NS,A_breakout_40d,347.0,6.0,367.82,372.95,7.48
2024-04-01,2024-04-15,INDUSTOWER.NS,A_breakout_40d,314.5,6.0,333.37,334.55,6.38
2024-01-24,2024-04-18,BHARTIARTL.NS,A_breakout_40d,1186.0,6.0,1257.16,1265.75,6.72
2024-03-07,2024-04-18,BHARTIARTL.NS,A_breakout_40d,1186.0,6.0,1257.16,1265.75,6.72
2024-04-01,2024-04-18,GOLDBEES.NS,A_breakout_40d,58.45,6.0,61.957,61.96,6.01
2024-04-10,2024-04-18,VEDL.NS,A_breakout_40d,365.55,6.0,387.483,388.5,6.28
2023-12-04,2024-04-22,EICHERMOT.NS,A_breakout_40d,4181.0,6.0,4431.86,4466.9502,6.84
2024-03-15,2024-04-23,BHARTIARTL.NS,A_breakout_40d,1225.0,6.0,1298.5,1342.35,9.58
2024-04-08,2024-04-23,EICHERMOT.NS,A_breakout_40d,4247.7998,6.0,4502.6678,4520.1499,6.41
2024-02-20,2024-04-23,GRASIM.NS,A_breakout_40d,2200.0,6.0,2332.0,2370.1499,7.73
2024-02-22,2024-04-23,GRASIM.NS,A_breakout_40d,2234.0,6.0,2368.04,2370.1499,6.09
2024-04-02,2024-04-24,BEL.NS,A_breakout_40d,221.7,6.0,235.002,236.5,6.68
2023-12-27,2024-04-25,HINDALCO.NS,A_breakout_40d,608.0,6.0,644.48,646.8,6.38
2024-04-10,2024-04-25,HINDALCO.NS,A_breakout_40d,609.05,6.0,645.593,646.8,6.2
2023-12-08,2024-04-25,JSWSTEEL.NS,A_breakout_40d,841.55,6.0,892.043,905.8,7.63
2023-12-15,2024-04-25,JSWSTEEL.NS,A_breakout_40d,844.0,6.0,894.64,905.8,7.32
2024-04-12,2024-04-26,VEDL.NS,A_breakout_40d,374.0,6.0,396.44,396.55,6.03
2023-11-30,2024-04-29,AXISBANK.NS,A_breakout_40d,1075.4,6.0,1139.924,1159.25,7.8
2023-12-04,2024-04-29,BANKBEES.NS,A_breakout_40d,474.01,6.0,502.4506,502.78,6.07
2024-04-15,2024-04-29,HINDALCO.NS,A_breakout_40d,612.7,6.0,649.462,650.05,6.1
2024-03-07,2024-04-29,TATAPOWER.NS,A_breakout_40d,414.0,6.0,438.84,448.0,8.21
2024-04-18,2024-04-30,TRENT.NS,A_breakout_40d,4087.95,6.0,4333.227,4409.8999,7.88
2024-04-10,2024-05-02,INDIGO.NS,A_breakout_40d,3830.0,6.0,4059.8,4108.25,7.27
2024-02-20,2024-05-02,POWERGRID.NS,A_breakout_40d,287.55,6.0,304.803,313.6,9.06
2024-04-19,2024-05-02,TRENT.NS,A_breakout_40d,4215.2998,6.0,4468.2178,4646.7002,10.23
2024-04-22,2024-05-02,TRENT.NS,A_breakout_40d,4215.0,6.0,4467.9,4646.7002,10.24
2024-03-28,2024-05-03,GRASIM.NS,A_breakout_40d,2300.0,6.0,2438.0,2481.3501,7.88
2024-04-18,2024-05-03,VEDL.NS,A_breakout_40d,388.2,6.0,411.492,415.65,7.07
2024-02-01,2024-05-08,GODREJCP.NS,A_breakout_40d,1257.0,6.0,1332.42,1350.3,7.42
2024-05-06,2024-05-13,SIEMENS.NS,A_breakout_40d,3606.5249,6.0,3822.9164,3885.9954,7.75
2024-04-26,2024-05-15,INDIGO.NS,A_breakout_40d,4001.0,6.0,4241.06,4295.5,7.36
2024-04-30,2024-05-15,M&M.NS,A_breakout_40d,2165.1001,6.0,2295.0061,2302.3,6.34
2024-05-08,2024-05-15,SIEMENS.NS,A_breakout_40d,3709.2498,6.0,3931.8048,4179.0254,12.66
2024-05-13,2024-05-15,SIEMENS.NS,A_breakout_40d,3909.7688,6.0,4144.3549,4179.0254,6.89
2024-05-09,2024-05-16,HEROMOTOCO.NS,A_breakout_40d,4788.6001,6.0,5075.9161,5141.3501,7.37
2024-04-12,2024-05-17,BEL.NS,A_breakout_40d,230.0,6.0,243.8,248.2,7.91
2024-04-03,2024-05-21,ADANIPOWER.NS,A_breakout_40d,126.03,6.0,133.5918,136.01,7.92
2024-04-04,2024-05-21,ADANIPOWER.NS,A_breakout_40d,126.0,6.0,133.56,136.01,7.94
2024-04-01,2024-05-21,JSWSTEEL.NS,A_breakout_40d,871.1,6.0,923.366,923.45,6.01
2024-04-30,2024-05-21,POWERGRID.NS,A_breakout_40d,301.95,6.0,320.067,325.65,7.85
2024-04-08,2024-05-21,SILVERBEES.NS,A_breakout_40d,80.98,6.0,85.8388,91.03,12.41
2024-04-09,2024-05-21,SILVERBEES.NS,A_breakout_40d,81.47,6.0,86.3582,91.03,11.73
2024-03-07,2024-05-21,TATASTEEL.NS,A_breakout_40d,158.9,6.0,168.434,174.35,9.72
2024-04-18,2024-05-23,BHARTIARTL.NS,A_breakout_40d,1280.0,6.0,1356.8,1374.05,7.35
2024-05-16,2024-05-23,M&M.NS,A_breakout_40d,2425.3501,6.0,2570.8711,2609.2,7.58
2024-04-30,2024-05-23,TRENT.NS,A_breakout_40d,4409.8999,6.0,4674.4939,4698.5498,6.55
2024-05-21,2024-05-24,BEL.NS,A_breakout_40d,277.0,6.0,293.62,297.2,7.29
2024-04-19,2024-05-24,BHARTIARTL.NS,A_breakout_40d,1304.0,6.0,1382.24,1388.5,6.48
2023-12-26,2024-05-27,DIVISLAB.NS,A_breakout_40d,3894.0,6.0,4127.64,4255.25,9.28
2024-01-02,2024-05-28,DIVISLAB.NS,A_breakout_40d,4050.0,6.0,4293.0,4392.1001,8.45
2024-05-21,2024-05-31,ADANIPOWER.NS,A_breakout_40d,137.58,6.0,145.8348,151.16,9.87
2024-05-22,2024-05-31,ADANIPOWER.NS,A_breakout_40d,140.0,6.0,148.4,151.16,7.97
2024-05-23,2024-06-03,ADANIENT.NS,A_breakout_40d,3406.0,6.0,3610.36,3645.25,7.02
2024-02-07,2024-06-03,ADANIGREEN.NS,A_breakout_40d,1884.1,6.0,1997.146,2038.0,8.17
