signal_date,ticker,pattern,close,sma50,sma200,prev_high_close,volume,vol_avg20,entry_price,entry_band_low,entry_band_high,stop_pct,stop_price,pattern_family,score_trend,score_setup,score_volume,score_rsi,score_risk,score_pattern,sma50_slope_pct,ma_slope_bonus,feature_recent_signal_count,feature_close_vs_prev_high_pct,feature_close_vs_sma50_pct,feature_gap_pct,feature_range_vs_atr,feature_gap_sequence_risk,feature_exhaustion_risk,pattern_bonus,score_penalty_crowding,score_penalty_extension,score_penalty_gap_shock,score_penalty_total,score_penalty_stop_risk,signal_score_pre_stop_risk_penalty,signal_score,signal_stop_risk,signal_stop_risk_5d,signal_gap_through_stop_risk,signal_mae_exceeds_stop_risk,signal_reliability_score,score_penalty_stop_risk_method,score_penalty_stop_risk_gated,consensus_count,signal_score_pre_lt_health,lt_health_points,lt_health_bonus,markov_state,markov_p_continuation,markov_p_adverse,score_markov_adjustment,signal_score_pre_markov,st_score,st_score_pre_model,markov_state_encoded
2023-11-13,BEL.NS,A_breakout_40d,143.4,137.021,117.0982,140.4,20245049,9622982.3,144.5,143.055,145.945,7.0,134.385,A,100.0,67.1,82.1,64.7,58.0,59.9,0.39,1.57,0,2.1368,4.6555,0.2522,1.6022,0.8544,8.9508,18.0,-0.0,-0.0,-0.0,-0.0,0.0,73.7,73.7,0.1477,0.1154,0.0745,0.1644,85,continuous_power,False,1,73.7,2,0.0,,0.0,0.0,0.0,73.7,48.3,31.2,0|0|0|0|0
2023-11-13,COALINDIA.NS,A_breakout_40d,349.35,294.486,244.2345,323.55,42178783,10091859.2,359.0,355.41,362.59,7.0,333.87,A,100.0,100.0,100.0,79.2,58.0,59.9,3.39,3.0,0,7.974,18.6304,2.9685,2.3889,4.5521,27.1213,18.0,-0.0,-0.0,-0.0,-0.0,0.0,84.5,84.5,0.1329,0.1154,0.0815,0.1575,87,continuous_power,False,1,84.5,2,0.0,,0.0,0.0,0.0,84.5,27.9,31.1,0|0|0|0|0
2023-11-13,EICHERMOT.NS,A_breakout_40d,3645.3999,3431.677,3348.5647,3550.3,875885,390636.5,3689.0,3652.11,3725.89,7.0,3430.77,A,62.4,71.4,84.8,68.4,58.0,59.9,0.58,2.33,0,2.6786,6.2279,1.3909,1.1043,1.4952,10.0914,18.0,-0.0,-0.0,-0.0,-0.0,0.0,68.3,68.3,0.1289,0.0815,0.0745,0.1353,87,continuous_power,False,1,68.3,2,0.0,,0.0,0.0,0.0,68.3,48.3,31.2,0|0|0|0|0
2023-11-15,COALINDIA.NS,A_breakout_40d,350.6,296.897,244.8525,349.35,35092206,11319714.15,353.0,349.47,356.53,7.0,328.29,A,100.0,52.9,100.0,79.6,58.0,59.9,3.62,3.0,1,0.3578,18.0881,2.7623,1.2323,6.0448,18.7085,18.0,-0.0,-0.0,-0.0,-0.0,0.0,75.1,75.1,0.1289,0.0815,0.0745,0.1353,87,continuous_power,False,1,75.1,2,0.0,,0.0,0.0,0.0,75.1,39.3,31.2,0|0|0|0|0
2023-11-15,EICHERMOT.NS,A_breakout_40d,3848.3,3441.911,3352.0537,3645.3999,1914550,478980.85,3848.05,3809.5695,3886.5305,7.0,3578.6865,A,63.4,94.5,100.0,77.5,58.0,59.9,0.78,3.0,1,5.5659,11.8071,1.196,2.0789,3.3216,21.9784,18.0,-0.0,-0.0,-0.0,-0.0,0.0,76.0,76.0,0.1289,0.0815,0.0745,0.1353,87,continuous_power,False,1,76.0,2,0.0,,0.0,0.0,0.0,76.0,43.8,31.2,0|0|0|0|0
2023-11-15,HINDALCO.NS,A_breakout_40d,505.4,477.682,441.5782,497.35,11674265,5530896.05,504.0,498.96,509.04,7.0,468.72,A,90.9,62.9,82.2,68.8,58.0,59.9,0.75,3.0,0,1.6186,5.8026,1.9487,1.7107,2.8049,10.2665,18.0,-0.0,-0.0,-0.0,-0.0,0.0,72.6,72.6,0.1289,0.0815,0.0745,0.1353,87,continuous_power,False,1,72.6,2,0.0,,0.0,0.0,0.0,72.6,30.4,31.1,0|0|0|0|0
2023-11-15,ONGC.NS,A_breakout_40d,199.5,186.517,167.0035,195.9,19769385,8913351.2,202.5,200.475,204.525,7.0,188.325,A,100.0,64.7,84.4,70.2,58.0,59.9,1.13,3.0,0,1.8377,6.9608,1.379,1.1721,1.5511,9.593,18.0,-0.0,-0.0,-0.0,-0.0,0.0,75.1,75.1,0.1314,0.0912,0.0745,0.1411,87,continuous_power,False,1,75.1,2,0.0,,0.0,0.0,0.0,75.1,36.9,31.1,0|0|0|0|0
2023-11-16,BPCL.NS,A_breakout_40d,199.325,177.4945,177.1355,196.275,15416172,9930847.5,200.0,198.0,202.0,7.0,186.0,A,51.0,62.4,71.0,79.4,58.0,59.9,1.12,3.0,0,1.5539,12.2993,0.3694,1.0597,0.5919,13.9032,18.0,-0.0,-0.0,-0.0,-0.0,0.0,63.4,63.4,0.1289,0.0788,0.0745,0.1353,87,continuous_power,False,1,63.4,2,0.0,,0.0,0.0,0.0,63.4,34.9,31.1,0|0|0|0|0
2023-11-16,HCLTECH.NS,A_breakout_40d,1311.05,1261.597,1155.056,1305.0,3936945,1910849.35,1313.4,1300.266,1326.534,7.0,1221.462,A,96.1,53.7,81.2,65.7,58.0,59.9,0.86,3.0,0,0.4636,3.9199,0.5601,1.8709,2.2081,6.7123,18.0,-0.0,-0.0,-0.0,-0.0,0.0,71.6,71.6,0.1289,0.0815,0.0745,0.1353,87,continuous_power,False,1,71.6,2,0.0,,0.0,0.0,0.0,71.6,52.3,31.2,0|0|0|0|0
2023-11-16,HEROMOTOCO.NS,A_breakout_40d,3280.05,3072.724,2815.6725,3265.8501,963718,552472.25,3289.7,3256.803,3322.597,7.0,3059.421,A,95.6,53.5,74.9,64.4,58.0,59.9,0.75,2.99,0,0.4348,6.7473,0.2565,1.746,1.5894,8.7873,18.0,-0.0,-0.0,-0.0,-0.0,0.0,70.6,70.6,0.1314,0.0815,0.0745,0.1353,87,continuous_power,False,1,70.6,2,0.0,,0.0,0.0,0.0,70.6,48.3,31.2,0|0|0|0|0
2023-11-16,NTPC.NS,A_breakout_40d,252.35,238.511,198.0518,247.3,22145147,10952364.3,253.0,250.47,255.53,7.0,235.29,A,100.0,66.3,80.4,68.6,58.0,59.9,0.97,3.0,0,2.0421,5.8023,0.6066,1.3353,1.8677,10.7036,18.0,-0.0,-0.0,-0.0,-0.0,0.0,74.9,74.9,0.1314,0.0912,0.0745,0.1411,87,continuous_power,False,1,74.9,2,0.0,,0.0,0.0,0.0,74.9,36.9,31.1,0|0|0|0|0
2023-11-16,ONGC.NS,A_breakout_40d,201.8,186.918,167.2507,199.5,18629240,9625759.95,200.85,198.8415,202.8585,7.0,186.7905,A,100.0,59.2,78.7,72.7,58.0,59.9,1.12,3.0,1,1.1529,7.9618,1.5038,0.5304,2.5895,9.4535,18.0,-0.0,-0.0,-0.0,-0.0,0.0,73.4,73.4,0.1314,0.0904,0.0745,0.1411,87,continuous_power,False,1,73.4,2,0.0,,0.0,0.0,0.0,73.4,31.9,31.1,0|0|0|0|0
2023-11-17,APOLLOHOSP.NS,A_breakout_40d,5478.9502,5049.276,4779.5852,5338.75,735541,481244.6,5475.0,5420.25,5529.75,7.0,5091.75,A,78.2,71.0,70.6,71.8,58.0,59.9,0.92,3.0,0,2.6261,8.5096,-0.1227,1.5489,0.864,13.2643,18.0,-0.0,-0.0,-0.0,-0.0,0.0,70.3,70.3,0.1289,0.0815,0.0745,0.1353,87,continuous_power,False,1,70.3,2,0.0,,0.0,0.0,0.0,70.3,34.9,31.1,0|0|0|0|0
2023-11-17,HEROMOTOCO.NS,A_breakout_40d,3334.75,3080.562,2818.4868,3280.05,947293,582633.75,3357.0,3323.43,3390.57,7.0,3122.01,A,96.5,63.3,72.5,67.7,58.0,59.9,0.84,3.0,1,1.6677,8.2514,0.2942,1.2311,1.227,12.0002,18.0,-0.0,-0.0,-0.0,-0.0,0.0,72.5,72.5,0.1314,0.0912,0.0745,0.1411,87,continuous_power,False,1,72.5,2,0.0,,0.0,0.0,0.0,72.5,48.3,31.2,0|0|0|0|0
2023-11-17,SBILIFE.NS,A_breakout_40d,1413.95,1329.237,1236.2977,1373.7,3192944,996760.8,1413.95,1399.8105,1428.0895,7.0,1314.9735,A,87.6,73.4,100.0,67.1,58.0,59.9,0.42,1.66,0,2.93,6.3731,-0.4375,2.6184,1.9098,12.0859,18.0,-0.0,-0.0,-0.0,-0.0,0.0,75.0,75.0,0.1289,0.0904,0.0745,0.1353,87,continuous_power,False,1,75.0,2,0.0,,0.0,0.0,0.0,75.0,48.3,31.2,0|0|0|0|0
2023-11-17,SILVERBEES.NS,A_breakout_40d,72.27,70.0974,70.0198,71.83,5847598,3298577.65,72.26,71.5374,72.9826,7.0,67.2018,A,50.6,54.9,75.5,60.0,58.0,59.9,-0.36,0.0,0,0.6126,3.0994,-2.9683,2.6113,1.7299,6.6638,18.0,-0.0,-0.0,-0.0,-0.0,0.0,58.8,58.8,0.1289,0.0815,0.052,0.1353,87,continuous_power,False,1,58.8,2,0.0,,0.0,0.0,0.0,58.8,47.8,31.2,0|0|0|0|0
2023-11-17,TVSMOTOR.NS,A_breakout_40d,1747.6,1558.502,1305.5358,1684.15,1721816,859504.8,1754.95,1737.4005,1772.4995,7.0,1632.1035,A,100.0,80.1,80.1,79.2,58.0,59.9,1.65,3.0,0,3.7675,12.1333,0.7511,2.0365,1.8441,16.4631,18.0,-0.0,-0.0,-0.0,-0.0,0.0,77.9,77.9,0.1477,0.1154,0.0745,0.1669,85,continuous_power,False,1,77.9,2,0.0,,0.0,0.0,0.0,77.9,13.6,13.8,0|0|0|0|0
2023-11-20,BAJAJ-AUTO.NS,A_breakout_40d,5650.1499,5172.396,4578.5233,5631.5,679425,450529.45,5640.5,5584.095,5696.905,7.0,5245.665,A,100.0,52.6,70.2,73.5,58.0,59.9,1.77,3.0,0,0.3312,9.2366,-0.3809,0.8034,0.883,7.7927,18.0,-0.0,-0.0,-0.0,-0.0,0.0,71.0,71.0,0.1434,0.0815,0.0745,0.1575,86,continuous_power,False,1,71.0,2,0.0,,0.0,0.0,0.0,71.0,38.9,31.1,0|0|0|0|0
2023-11-21,BAJAJ-AUTO.NS,A_breakout_40d,5685.9502,5192.439,4587.2693,5650.1499,746193,449643.15,5680.0,5623.2,5736.8,7.0,5282.4,A,100.0,55.1,73.2,74.9,58.0,59.9,1.86,3.0,1,0.6336,9.5044,-0.1708,0.7775,,8.6355,18.0,-0.0,-0.0,0.0,0.0,0.0,71.9,71.9,0.1434,0.0815,0.0745,0.1575,86,continuous_power,False,1,71.9,2,0.0,,0.0,0.0,0.0,71.9,34.9,31.1,0|0|0|0|0
2023-11-21,HDFCLIFE.NS,A_breakout_40d,667.9,634.594,588.02,652.4,5077816,2311451.65,669.75,663.0525,676.4475,7.0,622.8675,A,89.6,69.0,83.9,71.8,58.0,59.9,0.09,0.36,0,2.3758,5.2484,0.3985,1.5483,1.2851,12.1929,18.0,-0.0,-0.0,-0.0,-0.0,0.0,71.3,71.3,0.1477,0.0912,0.052,0.1669,85,continuous_power,False,1,71.3,2,0.0,,0.0,0.0,0.0,71.3,34.9,31.1,0|0|0|0|0
2023-11-21,SBILIFE.NS,A_breakout_40d,1423.65,1332.831,1237.804,1413.95,2049132,1058944.7,1425.0,1410.75,1439.25,7.0,1325.25,A,88.4,55.5,78.7,65.1,58.0,59.9,0.56,2.23,1,0.686,6.814,0.2671,1.2584,0.6508,10.0068,18.0,-0.0,-0.0,-0.0,-0.0,0.0,69.3,69.3,0.1289,0.0815,0.0745,0.1353,87,continuous_power,False,1,69.3,2,0.0,,0.0,0.0,0.0,69.3,48.3,31.2,0|0|0|0|0
2023-11-22,BPCL.NS,A_breakout_40d,201.05,179.1915,177.648,199.325,25730664,11129625.0,201.775,199.7572,203.7927,7.0,187.6507,A,54.3,56.9,86.2,72.3,58.0,59.9,1.27,3.0,1,0.8654,12.1984,1.0309,1.3899,1.4208,11.4723,18.0,-0.0,-0.0,-0.0,-0.0,0.0,64.8,64.8,0.1289,0.0788,0.0745,0.1353,87,continuous_power,False,1,64.8,2,0.0,,0.0,0.0,0.0,64.8,46.3,31.2,0|0|0|0|0
2023-11-23,BAJAJ-AUTO.NS,A_breakout_40d,5925.25,5236.44,4607.3563,5751.5498,1118718,476877.55,5940.0,5880.6,5999.4,7.0,5524.2,A,100.0,74.2,86.9,82.2,58.0,59.9,2.0,3.0,2,3.0201,13.1542,0.8424,1.8026,1.8114,15.7899,18.0,-0.0,-0.0,-0.0,-0.0,0.0,77.7,77.7,0.1434,0.0912,0.0745,0.1575,86,continuous_power,False,1,77.7,2,0.0,,0.0,0.0,0.0,77.7,16.1,13.8,0|0|0|0|0
2023-11-23,HEROMOTOCO.NS,A_breakout_40d,3568.0,3117.791,2832.0755,3413.6001,1726414,664085.6,3568.0,3532.32,3603.68,7.0,3318.24,A,100.0,86.2,92.0,78.5,58.0,59.9,1.47,3.0,1,4.5231,14.44,0.186,2.1059,1.5096,20.9502,18.0,-0.0,-0.0,-0.0,-0.0,0.0,80.7,80.7,0.1434,0.1154,0.0745,0.1575,86,continuous_power,False,1,80.7,2,0.0,,0.0,0.0,0.0,80.7,32.4,31.1,0|0|0|0|0
2023-11-23,TVSMOTOR.NS,A_breakout_40d,1776.05,1579.761,1319.5363,1747.6,1599755,958458.9,1783.0,1765.17,1800.83,7.0,1658.19,A,100.0,63.0,73.4,76.8,58.0,59.9,1.75,3.0,1,1.628,12.4252,0.8452,1.1861,1.2443,12.8641,18.0,-0.0,-0.0,-0.0,-0.0,0.0,73.6,73.6,0.1477,0.0912,0.0745,0.1628,85,continuous_power,False,1,73.6,2,0.0,,0.0,0.0,0.0,73.6,16.1,13.8,0|0|0|0|0
2023-11-28,ADANIGREEN.NS,A_breakout_40d,1052.8,949.564,912.694,1018.75,11565049,1102385.45,1089.65,1078.7535,1100.5465,7.0,1013.3745,A,70.2,76.7,100.0,73.3,58.0,59.9,-0.56,0.0,0,3.3423,10.8719,1.8232,4.7291,6.3506,24.6045,18.0,-0.0,-0.0,-0.0,-0.0,0.0,70.7,70.7,0.1289,0.0815,0.0602,0.1353,87,continuous_power,False,1,70.7,2,0.0,,0.0,0.0,0.0,70.7,39.3,31.2,0|0|0|0|0
2023-11-28,ADANIPORTS.NS,A_breakout_40d,837.7,808.846,731.702,831.4,15929818,3781678.15,850.0,841.5,858.5,7.0,790.5,A,100.0,56.1,100.0,64.8,58.0,59.9,-0.4,0.0,0,0.7578,3.5673,1.3136,2.5055,3.1569,8.2814,18.0,-0.0,-0.0,-0.0,-0.0,0.0,72.3,72.3,0.1329,0.0912,0.0745,0.1575,87,continuous_power,False,1,72.3,2,0.0,,0.0,0.0,0.0,72.3,50.3,31.2,0|0|0|0|0
2023-11-28,ADANIPOWER.NS,A_breakout_40d,89.24,73.9638,54.2643,80.22,337413070,80889872.25,91.34,90.4266,92.2534,7.0,84.9462,A,100.0,100.0,100.0,75.2,58.0,59.9,0.79,3.0,0,11.2441,20.6536,2.4673,3.5199,5.6047,36.826,18.0,-0.0,-0.0,-0.0,-0.0,0.0,84.4,84.4,0.1314,0.1154,0.0815,0.1575,87,continuous_power,False,1,84.4,2,0.0,,0.0,0.0,0.0,84.4,39.3,31.2,0|0|0|0|0
2023-11-28,BPCL.NS,A_breakout_40d,212.25,180.9145,178.2386,205.65,23186856,12841212.7,213.0,210.87,215.13,7.0,198.09,A,57.5,75.7,76.1,79.3,58.0,59.9,1.43,3.0,1,3.2093,17.3206,0.8402,1.3215,1.4511,19.4603,18.0,-0.0,-0.0,-0.0,-0.0,0.0,68.0,68.0,0.1289,0.0815,0.0745,0.1353,87,continuous_power,False,1,68.0,2,0.0,,0.0,0.0,0.0,68.0,32.4,31.1,0|0|0|0|0
2023-11-28,IOC.NS,A_breakout_40d,108.2,94.189,88.6275,104.1,61127565,38894428.45,108.7,107.613,109.787,7.0,101.091,A,81.4,81.5,71.4,70.7,58.0,59.9,1.16,3.0,0,3.9385,14.8754,1.2083,1.3277,1.7383,17.8096,18.0,-0.0,-0.0,-0.0,-0.0,0.0,73.1,73.1,0.1314,0.0815,0.0745,0.1353,87,continuous_power,False,1,73.1,2,0.0,,0.0,0.0,0.0,73.1,32.4,31.1,0|0|0|0|0
2023-11-28,SILVERBEES.NS,A_breakout_40d,73.41,70.2714,70.1401,72.27,5105403,3173598.45,73.74,73.0026,74.4774,7.0,68.5782,A,50.9,62.6,72.2,63.8,58.0,59.9,0.24,0.95,0,1.5774,4.4664,1.4331,0.7762,1.4331,6.4961,18.0,-0.0,-0.0,-0.0,-0.0,0.0,61.1,61.1,0.1289,0.0815,0.0602,0.1353,87,continuous_power,False,1,61.1,2,0.0,,0.0,0.0,0.0,61.1,52.3,31.2,0|0|0|0|0
2023-11-28,TATAPOWER.NS,A_breakout_40d,270.8,254.464,226.0267,263.95,24745437,8757009.3,275.0,272.25,277.75,7.0,255.75,A,100.0,70.8,96.5,67.4,58.0,59.9,-0.08,0.0,0,2.5952,6.4198,0.4842,2.2561,1.9148,10.9987,18.0,-0.0,-0.0,-0.0,-0.0,0.0,72.8,72.8,0.1477,0.1154,0.0745,0.1644,85,continuous_power,False,1,72.8,2,0.0,,0.0,0.0,0.0,72.8,46.3,31.2,0|0|0|0|0
2023-11-29,BPCL.NS,A_breakout_40d,214.325,181.645,178.4935,212.25,25208812,13007993.9,217.25,215.0775,219.4225,7.0,202.0425,A,58.8,57.8,78.8,80.4,58.0,59.9,1.64,3.0,1,0.9776,17.9911,0.3534,1.5323,1.6989,17.309,18.0,-0.0,-0.0,-0.0,-0.0,0.0,65.1,65.1,0.1289,0.0788,0.0745,0.1353,87,continuous_power,False,1,65.1,2,0.0,,0.0,0.0,0.0,65.1,32.4,31.1,0|0|0|0|0
2023-11-29,GRASIM.NS,A_breakout_40d,1995.3162,1925.9032,1769.5457,1993.8719,824220,433154.45,1998.0553,1978.0747,2018.0359,7.0,1858.1914,A,94.2,50.6,78.1,65.3,58.0,59.9,0.52,2.06,0,0.0724,3.6042,0.6174,0.9653,1.2535,4.5074,18.0,-0.0,-0.0,-0.0,-0.0,0.0,69.3,69.3,0.1314,0.0815,0.0745,0.1411,87,continuous_power,False,1,69.3,2,0.0,,0.0,0.0,0.0,69.3,52.3,31.2,0|0|0|0|0
2023-11-29,HEROMOTOCO.NS,A_breakout_40d,3746.8999,3154.765,2846.4508,3622.0,1561256,748795.25,3800.0,3762.0,3838.0,7.0,3534.0,A,100.0,77.6,81.7,82.3,58.0,59.9,1.85,3.0,1,3.4484,18.7695,0.3589,2.0195,1.6043,22.6564,18.0,-0.0,-0.0,-0.0,-0.0,0.0,77.7,77.7,0.1477,0.0912,0.0745,0.1669,85,continuous_power,False,1,77.7,2,0.0,,0.0,0.0,0.0,77.7,32.4,31.1,0|0|0|0|0
2023-11-29,TATAPOWER.NS,A_breakout_40d,273.4,254.632,226.3672,270.8,26392589,9793565.75,273.0,270.27,275.73,7.0,253.89,A,100.0,57.7,93.9,69.2,58.0,59.9,-0.05,0.0,1,0.9601,7.3706,1.551,0.7184,2.7692,10.5887,18.0,-0.0,-0.0,-0.0,-0.0,0.0,70.1,70.1,0.1434,0.0912,0.0745,0.1644,86,continuous_power,False,1,70.1,2,0.0,,0.0,0.0,0.0,70.1,43.3,31.2,0|0|0|0|0
2023-11-30,AXISBANK.NS,A_breakout_40d,1074.25,1008.751,940.4095,1060.15,24755589,7441410.45,1075.4,1064.646,1086.154,7.0,1000.122,A,86.3,60.6,100.0,69.2,58.0,59.9,0.29,1.16,0,1.33,6.4931,0.2405,1.4309,2.1496,11.6974,18.0,-0.0,-0.0,-0.0,-0.0,0.0,71.8,71.8,0.1289,0.0815,0.0745,0.1353,87,continuous_power,False,1,71.8,2,0.0,,0.0,0.0,0.0,71.8,48.3,31.2,0|0|0|0|0
2023-11-30,BHARTIARTL.NS,A_breakout_40d,1014.7,939.416,850.8445,995.4,9934052,4160967.7,1015.0,1004.85,1025.15,7.0,943.95,A,100.0,65.5,87.7,79.4,58.0,59.9,0.96,3.0,0,1.9389,8.0139,-0.0402,1.844,1.8276,11.2487,18.0,-0.0,-0.0,-0.0,-0.0,0.0,76.0,76.0,0.1314,0.0904,0.0745,0.1411,87,continuous_power,False,1,76.0,2,0.0,,0.0,0.0,0.0,76.0,34.9,31.1,0|0|0|0|0
2023-11-30,BPCL.NS,A_breakout_40d,217.85,182.4145,178.7484,214.325,32721308,14110400.0,220.0,217.8,222.2,7.0,204.6,A,60.3,63.2,86.4,82.1,58.0,59.9,1.8,3.0,2,1.6447,19.4258,1.3648,0.9777,1.9847,19.076,18.0,-0.0,-0.0,-0.0,-0.0,0.0,67.5,67.5,0.1289,0.0815,0.0745,0.1353,87,continuous_power,False,1,67.5,2,0.0,,0.0,0.0,0.0,67.5,32.4,31.1,0|0|0|0|0
2023-11-30,DIVISLAB.NS,A_breakout_40d,3788.7,3624.976,3408.5885,3765.1499,887438,545295.05,3799.0,3761.01,3836.99,7.0,3533.07,A,81.7,55.0,72.5,68.5,58.0,59.9,-0.03,0.0,0,0.6255,4.5166,-0.0054,1.1581,0.1739,6.4089,18.0,-0.0,-0.0,-0.0,-0.0,0.0,64.2,64.2,0.1434,0.0815,0.052,0.1575,86,continuous_power,False,1,64.2,2,0.0,,0.0,0.0,0.0,64.2,40.9,31.1,0|0|0|0|0
2023-11-30,DRREDDY.NS,A_breakout_40d,1157.63,1103.7228,1020.2317,1143.0699,4267760,2063068.75,1160.0,1148.4,1171.6,7.0,1078.8,A,90.9,60.2,81.4,71.1,58.0,59.9,0.04,0.17,0,1.2738,4.8841,0.1688,0.953,0.4496,7.3265,18.0,-0.0,-0.0,-0.0,-0.0,0.0,68.6,68.6,0.1477,0.0904,0.052,0.1669,85,continuous_power,False,1,68.6,2,0.0,,0.0,0.0,0.0,68.6,40.9,31.1,0|0|0|0|0
2023-11-30,EICHERMOT.NS,A_breakout_40d,3896.8999,3534.813,3382.6992,3883.8,1338711,587220.6,3922.0,3882.78,3961.22,7.0,3647.46,A,72.5,52.7,85.6,71.1,58.0,59.9,1.41,3.0,0,0.3373,10.2435,1.1988,1.0466,1.7082,7.8397,18.0,-0.0,-0.0,-0.0,-0.0,0.0,67.4,67.4,0.1289,0.0815,0.0745,0.1353,87,continuous_power,False,1,67.4,2,0.0,,0.0,0.0,0.0,67.4,52.3,31.2,0|0|0|0|0
2023-11-30,GRASIM.NS,A_breakout_40d,1997.5074,1927.3744,1771.4747,1995.3162,1707069,503949.15,2011.9501,1991.8306,2032.0696,7.0,1871.1136,A,94.0,50.9,100.0,65.7,58.0,59.9,0.46,1.84,1,0.1098,3.6388,0.1373,1.3484,0.9179,4.7328,18.0,-0.0,-0.0,-0.0,-0.0,0.0,71.9,71.9,0.1289,0.0815,0.0745,0.1353,87,continuous_power,False,1,71.9,2,0.0,,0.0,0.0,0.0,71.9,52.3,31.2,0|0|0|0|0
2023-11-30,HCLTECH.NS,A_breakout_40d,1340.9,1273.152,1163.625,1333.95,4104385,1924238.1,1346.0,1332.54,1359.46,7.0,1251.78,A,97.1,54.2,82.7,67.8,58.0,59.9,0.39,1.54,0,0.521,5.3213,0.2286,0.8556,0.6194,5.5411,18.0,-0.0,-0.0,-0.0,-0.0,0.0,70.6,70.6,0.1314,0.0904,0.0745,0.1411,87,continuous_power,False,1,70.6,2,0.0,,0.0,0.0,0.0,70.6,52.3,31.2,0|0|0|0|0
2023-11-30,HDFCLIFE.NS,A_breakout_40d,690.75,636.629,592.4953,675.65,4637116,2386428.2,694.05,687.1095,700.9905,7.0,645.4665,A,87.2,67.9,78.9,77.9,58.0,59.9,0.28,1.13,0,2.2349,8.5012,0.185,1.3674,0.9371,11.5155,18.0,-0.0,-0.0,-0.0,-0.0,0.0,70.8,70.8,0.1477,0.0815,0.052,0.1644,85,continuous_power,False,1,70.8,2,0.0,,0.0,0.0,0.0,70.8,16.1,13.8,0|0|0|0|0
2023-11-30,HEROMOTOCO.NS,A_breakout_40d,3819.05,3171.178,2852.071,3746.8999,2909100,883893.65,3860.0,3821.4,3898.6,7.0,3589.8,A,100.0,65.4,100.0,84.0,58.0,59.9,2.08,3.0,1,1.9256,20.43,1.4172,1.1699,2.552,23.5821,18.0,-0.0,-0.0,-0.0,-0.0,0.0,77.7,77.7,0.1314,0.0815,0.0745,0.1411,87,continuous_power,False,1,77.7,2,0.0,,0.0,0.0,0.0,77.7,43.8,31.2,0|0|0|0|0
2023-11-30,JSWSTEEL.NS,A_breakout_40d,801.1,767.751,749.2845,793.25,3142500,1817441.55,805.0,796.95,813.05,7.0,748.65,A,62.3,57.9,74.6,66.7,58.0,59.9,-0.37,0.0,0,0.9896,4.3437,0.0945,1.4772,0.6479,7.3604,18.0,-0.0,-0.0,-0.0,-0.0,0.0,61.9,61.9,0.1289,0.0815,0.052,0.1353,87,continuous_power,False,1,61.9,2,0.0,,0.0,0.0,0.0,61.9,52.3,31.2,0|0|0|0|0
2023-11-30,LT.NS,A_breakout_40d,3109.2,3008.132,2539.7553,3109.0,3131624,1494999.75,3129.95,3098.6505,3161.2495,7.0,2910.8535,A,100.0,50.1,81.9,63.0,58.0,59.9,0.52,2.08,0,0.0064,3.3598,-0.2416,1.7156,0.7966,3.6325,18.0,-0.0,-0.0,-0.0,-0.0,0.0,70.8,70.8,0.1314,0.0912,0.0745,0.1411,87,continuous_power,False,1,70.8,2,0.0,,0.0,0.0,0.0,70.8,52.3,31.2,0|0|0|0|0
2023-11-30,M&M.NS,A_breakout_40d,1647.75,1550.958,1414.783,1619.1,5214960,2601546.1,1656.0,1639.44,1672.56,7.0,1540.08,A,98.1,64.2,80.1,69.0,58.0,59.9,0.16,0.63,0,1.7695,6.2408,-0.2501,1.2923,1.2061,12.3715,18.0,-0.0,-0.0,-0.0,-0.0,0.0,71.0,71.0,0.1538,0.1084,0.0602,0.1669,85,continuous_power,False,1,71.0,2,0.0,,0.0,0.0,0.0,71.0,46.3,31.2,0|0|0|0|0
2023-11-30,MAXHEALTH.NS,A_breakout_40d,635.8,582.467,537.7765,621.55,4826074,1297705.55,628.75,622.4625,635.0375,7.0,584.7375,A,91.6,68.3,100.0,65.0,58.0,59.9,0.24,0.95,0,2.2927,9.1564,-0.53,2.9299,2.6804,10.8727,18.0,-0.0,-0.0,-0.0,-0.0,0.0,74.0,74.0,0.1314,0.0912,0.0745,0.1411,87,continuous_power,False,1,74.0,2,0.0,,0.0,0.0,0.0,74.0,45.3,31.2,0|0|0|0|0
2023-11-30,NTPC.NS,A_breakout_40d,261.3,241.716,201.969,258.4,21687673,9652828.0,262.35,259.7265,264.9735,7.0,243.9855,A,100.0,59.0,84.9,74.3,58.0,59.9,0.75,3.0,0,1.1223,8.1021,-0.1741,1.1564,0.7,9.2189,18.0,-0.0,-0.0,-0.0,-0.0,0.0,74.2,74.2,0.1314,0.0839,0.0745,0.1411,87,continuous_power,False,1,74.2,2,0.0,,0.0,0.0,0.0,74.2,34.9,31.1,0|0|0|0|0
2023-11-30,SBILIFE.NS,A_breakout_40d,1435.25,1341.28,1245.6037,1430.1,3027395,1040302.05,1438.05,1423.6695,1452.4305,7.0,1337.3865,A,88.4,52.9,98.2,64.8,58.0,59.9,0.51,2.04,0,0.3601,7.006,0.1527,1.1714,0.4728,5.9789,18.0,-0.0,-0.0,-0.0,-0.0,0.0,71.1,71.1,0.1289,0.0815,0.0745,0.1353,87,continuous_power,False,1,71.1,2,0.0,,0.0,0.0,0.0,71.1,52.3,31.2,0|0|0|0|0
