buy_signal_date,ticker,pattern,entry_price,stop_price,status,entered_date,closed_date,last_updated
2023-11-30,HCLTECH.NS,A_breakout_40d,1346.0,1251.78,Closed,,2026-03-29,2026-03-29
2023-11-30,HDFCLIFE.NS,A_breakout_40d,694.05,645.4665,Closed,,2026-03-29,2026-03-29
2023-11-30,HEROMOTOCO.NS,A_breakout_40d,3860.0,3589.8,Closed,,2026-03-29,2026-03-29
2023-11-30,JSWSTEEL.NS,A_breakout_40d,805.0,748.65,Closed,,2026-03-29,2026-03-29
2023-11-30,LT.NS,A_breakout_40d,3129.95,2910.8535,Closed,,2026-03-29,2026-03-29
2023-11-30,M&M.NS,A_breakout_40d,1656.0,1540.08,Closed,,2026-03-29,2026-03-29
2023-11-30,MAXHEALTH.NS,A_breakout_40d,628.75,584.7375,Closed,,2026-03-29,2026-03-29
2023-11-30,NTPC.NS,A_breakout_40d,262.35,243.9855,Closed,,2026-03-29,2026-03-29
2023-11-30,SBILIFE.NS,A_breakout_40d,1438.05,1337.3865,Closed,,2026-03-29,2026-03-29
2023-11-30,SUNPHARMA.NS,A_breakout_40d,1233.05,1146.7365,Closed,,2026-03-29,2026-03-29
2023-11-30,TATACONSUM.NS,A_breakout_40d,945.9,879.687,Closed,,2026-03-29,2026-03-29
2023-11-30,TITAN.NS,A_breakout_40d,3499.0,3254.07,Closed,,2026-03-29,2026-03-29
2023-11-30,TRENT.NS,A_breakout_40d,2787.0,2591.91,Closed,,2026-03-29,2026-03-29
2023-11-30,TVSMOTOR.NS,A_breakout_40d,1883.0,1751.19,Closed,,2026-03-29,2026-03-29
2023-11-30,ULTRACEMCO.NS,A_breakout_40d,9103.7998,8466.5338,Closed,,2026-03-29,2026-03-29
2023-12-01,AXISBANK.NS,A_breakout_40d,1120.5,1042.065,Closed,,2026-03-29,2026-03-29
2023-12-01,BEL.NS,A_breakout_40d,152.0,141.36,Closed,,2026-03-29,2026-03-29
2023-12-01,GRASIM.NS,A_breakout_40d,2066.782,1922.1072,Closed,,2026-03-29,2026-03-29
2023-12-01,LT.NS,A_breakout_40d,3285.0,3055.05,Closed,,2026-03-29,2026-03-29
2023-12-01,MAXHEALTH.NS,A_breakout_40d,658.5,612.405,Closed,,2026-03-29,2026-03-29
2023-12-01,NTPC.NS,A_breakout_40d,276.0,256.68,Closed,,2026-03-29,2026-03-29
2023-12-01,TATAPOWER.NS,A_breakout_40d,285.0,265.05,Closed,,2026-03-29,2026-03-29
2023-12-04,ADANIENT.NS,A_breakout_40d,2531.2,2354.016,Closed,,2026-03-29,2026-03-29
2023-12-04,ADANIGREEN.NS,A_breakout_40d,1126.0,1047.18,Closed,,2026-03-29,2026-03-29
2023-12-04,ADANIPORTS.NS,A_breakout_40d,884.0,822.12,Closed,,2026-03-29,2026-03-29
2023-12-04,AMBUJACEM.NS,A_breakout_40d,475.0,441.75,Closed,,2026-03-29,2026-03-29
2023-12-04,APOLLOHOSP.NS,A_breakout_40d,5610.0,5217.3,Closed,,2026-03-29,2026-03-29
2023-12-04,AXISBANK.NS,A_breakout_40d,1136.8,1057.224,Closed,,2026-03-29,2026-03-29
2023-12-04,BEL.NS,A_breakout_40d,153.7,142.941,Closed,,2026-03-29,2026-03-29
2023-12-04,BPCL.NS,A_breakout_40d,235.025,218.5732,Closed,,2026-03-29,2026-03-29
2023-12-04,COALINDIA.NS,A_breakout_40d,355.7,330.801,Closed,,2026-03-29,2026-03-29
2023-12-04,EICHERMOT.NS,A_breakout_40d,4181.0,3888.33,Closed,,2026-03-29,2026-03-29
2023-12-04,GOLDBEES.NS,A_breakout_40d,53.1,49.383,Closed,,2026-03-29,2026-03-29
2023-12-04,GRASIM.NS,A_breakout_40d,2049.7498,1906.2673,Closed,,2026-03-29,2026-03-29
2023-12-04,ICICIBANK.NS,A_breakout_40d,1002.5,932.325,Closed,,2026-03-29,2026-03-29
2023-12-04,LT.NS,A_breakout_40d,3319.05,3086.7165,Closed,,2026-03-29,2026-03-29
2023-12-04,MAXHEALTH.NS,A_breakout_40d,704.65,655.3245,Closed,,2026-03-29,2026-03-29
2023-12-04,NESTLEIND.NS,A_breakout_40d,1222.55,1136.9715,Closed,,2026-03-29,2026-03-29
2023-12-04,NTPC.NS,A_breakout_40d,275.2,255.936,Closed,,2026-03-29,2026-03-29
2023-12-04,ONGC.NS,A_breakout_40d,202.2,188.046,Closed,,2026-03-29,2026-03-29
2023-12-04,POWERGRID.NS,A_breakout_40d,213.7,198.741,Closed,,2026-03-29,2026-03-29
2023-12-04,SBILIFE.NS,A_breakout_40d,1454.0,1352.22,Closed,,2026-03-29,2026-03-29
2023-12-04,SBIN.NS,A_breakout_40d,595.05,553.3965,Closed,,2026-03-29,2026-03-29
2023-12-04,SHRIRAMFIN.NS,A_breakout_40d,418.89,389.5677,Closed,,2026-03-29,2026-03-29
2023-12-04,TATAPOWER.NS,A_breakout_40d,283.0,263.19,Closed,,2026-03-29,2026-03-29
2023-12-04,TATASTEEL.NS,A_breakout_40d,131.0,121.83,Closed,,2026-03-29,2026-03-29
2023-12-04,ULTRACEMCO.NS,A_breakout_40d,9321.0,8668.53,Closed,,2026-03-29,2026-03-29
2023-12-05,ADANIENT.NS,A_breakout_40d,3080.0,2864.4,Closed,,2026-03-29,2026-03-29
2023-12-05,ADANIGREEN.NS,A_breakout_40d,1474.5,1371.285,Closed,,2026-03-29,2026-03-29
2023-12-05,ADANIPORTS.NS,A_breakout_40d,1045.0,971.85,Closed,,2026-03-29,2026-03-29
2023-12-05,ADANIPOWER.NS,A_breakout_40d,109.0,101.37,Closed,,2026-03-29,2026-03-29
2023-12-05,AMBUJACEM.NS,A_breakout_40d,515.0,478.95,Closed,,2026-03-29,2026-03-29
2023-12-05,AXISBANK.NS,A_breakout_40d,1135.1,1055.643,Closed,,2026-03-29,2026-03-29
2023-12-05,BPCL.NS,A_breakout_40d,240.5,223.665,Closed,,2026-03-29,2026-03-29
2023-12-05,ICICIBANK.NS,A_breakout_40d,1014.0,943.02,Closed,,2026-03-29,2026-03-29
2023-12-05,NTPC.NS,A_breakout_40d,288.0,267.84,Closed,,2026-03-29,2026-03-29
2023-12-05,POWERGRID.NS,A_breakout_40d,226.0,210.18,Closed,,2026-03-29,2026-03-29
2023-12-05,SBILIFE.NS,A_breakout_40d,1462.0,1359.66,Closed,,2026-03-29,2026-03-29
2023-12-05,SBIN.NS,A_breakout_40d,614.0,571.02,Closed,,2026-03-29,2026-03-29
2023-12-05,ULTRACEMCO.NS,A_breakout_40d,9329.75,8676.6675,Closed,,2026-03-29,2026-03-29
2023-12-06,ADANIGREEN.NS,A_breakout_40d,1580.0,1469.4,Closed,,2026-03-29,2026-03-29
2023-12-06,ADANIPORTS.NS,A_breakout_40d,1029.0,956.97,Closed,,2026-03-29,2026-03-29
2023-12-06,ADANIPOWER.NS,A_breakout_40d,113.59,105.6387,Closed,,2026-03-29,2026-03-29
2023-12-06,ASIANPAINT.NS,A_breakout_40d,3284.0,3054.12,New,,,2026-03-29
2023-12-06,BEL.NS,A_breakout_40d,161.8,150.474,Closed,,2026-03-29,2026-03-29
2023-12-06,ITC.NS,A_breakout_40d,447.5149,416.1888,Closed,,2026-03-29,2026-03-29
2023-12-06,POWERGRID.NS,A_breakout_40d,225.0,209.25,Closed,,2026-03-29,2026-03-29
2023-12-06,TATAPOWER.NS,A_breakout_40d,295.0,274.35,Closed,,2026-03-29,2026-03-29
2023-12-07,ADANIGREEN.NS,A_breakout_40d,1645.0,1529.85,Closed,,2026-03-29,2026-03-29
2023-12-07,ADANIPORTS.NS,A_breakout_40d,1048.0,974.64,Closed,,2026-03-29,2026-03-29
2023-12-07,BEL.NS,A_breakout_40d,161.35,150.0555,Closed,,2026-03-29,2026-03-29
2023-12-07,INDIGO.NS,A_breakout_40d,2900.0,2697.0,Closed,,2026-03-29,2026-03-29
2023-12-07,TATAPOWER.NS,A_breakout_40d,331.95,308.7135,Closed,,2026-03-29,2026-03-29
2023-12-08,HCLTECH.NS,A_breakout_40d,1370.1,1274.193,Closed,,2026-03-29,2026-03-29
2023-12-08,JSWSTEEL.NS,A_breakout_40d,841.55,782.6415,Closed,,2026-03-29,2026-03-29
2023-12-08,TITAN.NS,A_breakout_40d,3634.55,3380.1315,Closed,,2026-03-29,2026-03-29
2023-12-11,ULTRACEMCO.NS,A_breakout_40d,9702.4502,9023.2787,Closed,,2026-03-29,2026-03-29
2023-12-12,BAJAJ-AUTO.NS,A_breakout_40d,6259.8999,5821.7069,Closed,,2026-03-29,2026-03-29
2023-12-12,HDFCLIFE.NS,A_breakout_40d,706.5,657.045,Closed,,2026-03-29,2026-03-29
2023-12-12,HINDALCO.NS,A_breakout_40d,528.95,491.9235,Closed,,2026-03-29,2026-03-29
2023-12-12,ULTRACEMCO.NS,A_breakout_40d,9899.9502,9206.9537,Closed,,2026-03-29,2026-03-29
2023-12-13,INDIGO.NS,A_breakout_40d,3000.0,2790.0,Closed,,2026-03-29,2026-03-29
2023-12-13,NTPC.NS,A_breakout_40d,297.75,276.9075,Closed,,2026-03-29,2026-03-29
2023-12-13,TVSMOTOR.NS,A_breakout_40d,2026.0,1884.18,Closed,,2026-03-29,2026-03-29
2023-12-14,BAJAJFINSV.NS,A_breakout_40d,1738.95,1617.2235,Closed,,2026-03-29,2026-03-29
2023-12-14,DLF.NS,A_breakout_40d,700.0,651.0,Closed,,2026-03-29,2026-03-29
2023-12-14,HCLTECH.NS,A_breakout_40d,1422.0,1322.46,Closed,,2026-03-29,2026-03-29
2023-12-14,INDUSTOWER.NS,A_breakout_40d,202.55,188.3715,Closed,,2026-03-29,2026-03-29
2023-12-14,INFY.NS,A_breakout_40d,1523.05,1416.4365,Closed,,2026-03-29,2026-03-29
2023-12-14,NTPC.NS,A_breakout_40d,298.0,277.14,Closed,,2026-03-29,2026-03-29
2023-12-14,SHRIRAMFIN.NS,A_breakout_40d,423.4,393.762,Closed,,2026-03-29,2026-03-29
2023-12-14,TECHM.NS,A_breakout_40d,1270.0,1181.1,Closed,,2026-03-29,2026-03-29
2023-12-14,ULTRACEMCO.NS,A_breakout_40d,10000.0,9300.0,Closed,,2026-03-29,2026-03-29
2023-12-14,WIPRO.NS,A_breakout_40d,218.025,202.7632,Closed,,2026-03-29,2026-03-29
2023-12-15,BEL.NS,A_breakout_40d,171.75,159.7275,Closed,,2026-03-29,2026-03-29
2023-12-15,HCLTECH.NS,A_breakout_40d,1489.85,1385.5605,Closed,,2026-03-29,2026-03-29
2023-12-15,INFY.NS,A_breakout_40d,1567.95,1458.1935,Closed,,2026-03-29,2026-03-29
2023-12-15,JSWSTEEL.NS,A_breakout_40d,844.0,784.92,Closed,,2026-03-29,2026-03-29
2023-12-15,NTPC.NS,A_breakout_40d,306.0,284.58,Closed,,2026-03-29,2026-03-29
2023-12-15,POWERGRID.NS,A_breakout_40d,236.9,220.317,Closed,,2026-03-29,2026-03-29
2023-12-15,SBIN.NS,A_breakout_40d,646.65,601.3845,Closed,,2026-03-29,2026-03-29
2023-12-15,TATASTEEL.NS,A_breakout_40d,136.85,127.2705,Closed,,2026-03-29,2026-03-29
2023-12-15,TCS.NS,A_breakout_40d,3858.1001,3588.0331,Closed,,2026-03-29,2026-03-29
2023-12-15,TECHM.NS,A_breakout_40d,1305.0,1213.65,Closed,,2026-03-29,2026-03-29
2023-12-15,WIPRO.NS,A_breakout_40d,223.0,207.39,Closed,,2026-03-29,2026-03-29
2023-12-18,BAJAJ-AUTO.NS,A_breakout_40d,6470.0,6017.1,Closed,,2026-03-29,2026-03-29
2023-12-18,BEL.NS,A_breakout_40d,172.9,160.797,Closed,,2026-03-29,2026-03-29
2023-12-19,COALINDIA.NS,A_breakout_40d,369.0,343.17,Closed,,2026-03-29,2026-03-29
2023-12-19,NESTLEIND.NS,A_breakout_40d,1284.7,1194.771,Closed,,2026-03-29,2026-03-29
2023-12-19,TATACONSUM.NS,A_breakout_40d,975.0,906.75,Closed,,2026-03-29,2026-03-29
2023-12-20,ONGC.NS,A_breakout_40d,203.95,189.6735,Closed,,2026-03-29,2026-03-29
2023-12-20,TATACONSUM.NS,A_breakout_40d,976.0,907.68,Closed,,2026-03-29,2026-03-29
2023-12-21,BRITANNIA.NS,A_breakout_40d,5075.0,4719.75,Closed,,2026-03-29,2026-03-29
2023-12-21,GODREJCP.NS,A_breakout_40d,1076.15,1000.8195,Closed,,2026-03-29,2026-03-29
2023-12-22,BRITANNIA.NS,A_breakout_40d,5155.0,4794.15,Closed,,2026-03-29,2026-03-29
2023-12-22,WIPRO.NS,A_breakout_40d,227.0,211.11,Closed,,2026-03-29,2026-03-29
2023-12-26,BEL.NS,A_breakout_40d,184.0,171.12,Closed,,2026-03-29,2026-03-29
2023-12-26,BRITANNIA.NS,A_breakout_40d,5242.0,4875.06,Closed,,2026-03-29,2026-03-29
2023-12-26,DIVISLAB.NS,A_breakout_40d,3894.0,3621.42,Closed,,2026-03-29,2026-03-29
2023-12-26,WIPRO.NS,A_breakout_40d,234.25,217.8525,Closed,,2026-03-29,2026-03-29
2023-12-27,BAJAJ-AUTO.NS,A_breakout_40d,6709.6499,6239.9744,Closed,,2026-03-29,2026-03-29
2023-12-27,HINDALCO.NS,A_breakout_40d,608.0,565.44,Closed,,2026-03-29,2026-03-29
2023-12-28,BRITANNIA.NS,A_breakout_40d,5260.5498,4892.3113,Closed,,2026-03-29,2026-03-29
2023-12-28,COALINDIA.NS,A_breakout_40d,381.5,354.795,Closed,,2026-03-29,2026-03-29
2023-12-28,DRREDDY.NS,A_breakout_40d,1166.02,1084.3986,Closed,,2026-03-29,2026-03-29
2023-12-28,GODREJCP.NS,A_breakout_40d,1113.45,1035.5085,Closed,,2026-03-29,2026-03-29
2023-12-28,HEROMOTOCO.NS,A_breakout_40d,4176.0,3883.68,Closed,,2026-03-29,2026-03-29
2023-12-28,IOC.NS,A_breakout_40d,129.7,120.621,Closed,,2026-03-29,2026-03-29
2023-12-28,ITC.NS,A_breakout_40d,446.889,415.6067,Closed,,2026-03-29,2026-03-29
2023-12-28,JSWSTEEL.NS,A_breakout_40d,882.0,820.26,Closed,,2026-03-29,2026-03-29
2023-12-28,NESTLEIND.NS,A_breakout_40d,1312.5,1220.625,Closed,,2026-04-23,2026-04-23
2023-12-28,NTPC.NS,A_breakout_40d,314.35,292.3455,Closed,,2026-03-29,2026-03-29
2023-12-28,POWERGRID.NS,A_breakout_40d,237.8,221.154,Closed,,2026-03-29,2026-03-29
2023-12-29,BRITANNIA.NS,A_breakout_40d,5339.0,4965.27,Closed,,2026-03-29,2026-03-29
2023-12-29,TATACONSUM.NS,A_breakout_40d,1093.85,1017.2805,Closed,,2026-03-29,2026-03-29
2024-01-01,INDUSTOWER.NS,A_breakout_40d,201.8,187.674,Closed,,2026-03-29,2026-03-29
2024-01-02,COALINDIA.NS,A_breakout_40d,394.8,367.164,Closed,,2026-03-29,2026-03-29
2024-01-02,DIVISLAB.NS,A_breakout_40d,4050.0,3766.5,Closed,,2026-03-29,2026-03-29
2024-01-02,SUNPHARMA.NS,A_breakout_40d,1296.2,1205.466,Closed,,2026-03-29,2026-03-29
2024-01-03,ADANIENT.NS,A_breakout_40d,3039.3999,2826.6419,Closed,,2026-03-29,2026-03-29
2024-01-03,ADANIGREEN.NS,A_breakout_40d,1706.55,1587.0915,Closed,,2026-03-29,2026-03-29
2024-01-03,AMBUJACEM.NS,A_breakout_40d,538.35,500.6655,Closed,,2026-03-29,2026-03-29
2024-01-03,BAJAJ-AUTO.NS,A_breakout_40d,7025.0,6533.25,Closed,,2026-03-29,2026-03-29
2024-01-03,ITC.NS,A_breakout_40d,462.1993,429.8454,Closed,,2026-03-29,2026-03-29
2024-01-04,BAJFINANCE.NS,A_breakout_40d,773.495,719.3503,Closed,,2026-03-29,2026-03-29
2024-01-04,DLF.NS,A_breakout_40d,760.0,706.8,Closed,,2026-03-29,2026-03-29
2024-01-04,INDUSINDBK.NS,A_breakout_40d,1654.0,1538.22,New,,,2026-03-29
2024-01-04,NTPC.NS,A_breakout_40d,322.9,300.297,Closed,,2026-03-29,2026-03-29
2024-01-04,ONGC.NS,A_breakout_40d,215.45,200.3685,Closed,,2026-03-29,2026-03-29
2024-01-05,GODREJCP.NS,A_breakout_40d,1184.2,1101.306,Closed,,2026-03-29,2026-03-29
2024-01-05,INDUSTOWER.NS,A_breakout_40d,222.55,206.9715,Closed,,2026-03-29,2026-03-29
2024-01-05,TATAPOWER.NS,A_breakout_40d,344.0,319.92,Closed,,2026-03-29,2026-03-29
2024-01-09,ADANIPORTS.NS,A_breakout_40d,1220.0,1134.6,Closed,,2026-03-29,2026-03-29
2024-01-09,BAJAJ-AUTO.NS,A_breakout_40d,7125.0,6626.25,Closed,,2026-03-29,2026-03-29
2024-01-09,DLF.NS,A_breakout_40d,790.45,735.1185,Closed,,2026-03-29,2026-03-29
2024-01-09,SIEMENS.NS,A_breakout_40d,2460.0854,2287.8795,Closed,,2026-03-29,2026-03-29
2024-01-10,CIPLA.NS,A_breakout_40d,1339.85,1246.0605,Closed,,2026-03-29,2026-03-29
2024-01-10,TRENT.NS,A_breakout_40d,3190.0,2966.7,Closed,,2026-03-29,2026-03-29
2024-01-11,BAJAJ-AUTO.NS,A_breakout_40d,7360.0,6844.8,Closed,,2026-03-29,2026-03-29
2024-01-11,HEROMOTOCO.NS,A_breakout_40d,4242.6499,3945.6644,Closed,,2026-03-29,2026-03-29
2024-01-11,RELIANCE.NS,A_breakout_40d,1359.9,1264.707,Closed,,2026-03-29,2026-03-29
2024-01-11,SHRIRAMFIN.NS,A_breakout_40d,458.56,426.4608,Closed,,2026-03-29,2026-03-29
2024-01-11,TATAPOWER.NS,A_breakout_40d,361.65,336.3345,Closed,,2026-03-29,2026-03-29
2024-01-12,HCLTECH.NS,A_breakout_40d,1610.0,1497.3,Closed,,2026-03-29,2026-03-29
2024-01-12,INFY.NS,A_breakout_40d,1644.95,1529.8035,Closed,,2026-03-29,2026-03-29
2024-01-12,ONGC.NS,A_breakout_40d,228.5,212.505,Closed,,2026-03-29,2026-03-29
2024-01-12,TATACONSUM.NS,A_breakout_40d,1190.0,1106.7,Closed,,2026-03-29,2026-03-29
2024-01-12,TCS.NS,A_breakout_40d,3960.0,3682.8,Closed,,2026-03-29,2026-03-29
2024-01-12,TECHM.NS,A_breakout_40d,1335.0,1241.55,Closed,,2026-03-29,2026-03-29
2024-01-15,HCLTECH.NS,A_breakout_40d,1587.0,1475.91,Closed,,2026-03-29,2026-03-29
2024-01-15,INFY.NS,A_breakout_40d,1644.8,1529.664,Closed,,2026-03-29,2026-03-29
2024-01-15,ONGC.NS,A_breakout_40d,234.95,218.5035,Closed,,2026-03-29,2026-03-29
2024-01-15,TECHM.NS,A_breakout_40d,1330.1,1236.993,Closed,,2026-03-29,2026-03-29
2024-01-15,WIPRO.NS,A_breakout_40d,247.5,230.175,Closed,,2026-03-29,2026-03-29
2024-01-16,IOC.NS,A_breakout_40d,143.0,132.99,Closed,,2026-03-29,2026-03-29
2024-01-16,TITAN.NS,A_breakout_40d,3818.95,3551.6235,Closed,,2026-03-29,2026-03-29
2024-01-17,IOC.NS,A_breakout_40d,143.8,133.734,Closed,,2026-03-29,2026-03-29
2024-01-18,APOLLOHOSP.NS,A_breakout_40d,5987.0,5567.91,Closed,,2026-03-29,2026-03-29
2024-01-18,TECHM.NS,A_breakout_40d,1373.9,1277.727,Closed,,2026-03-29,2026-03-29
2024-01-19,BHARTIARTL.NS,A_breakout_40d,1145.0,1064.85,Closed,,2026-03-29,2026-03-29
2024-01-19,TECHM.NS,A_breakout_40d,1396.5,1298.745,Closed,,2026-03-29,2026-03-29
2024-01-23,APOLLOHOSP.NS,A_breakout_40d,6153.5498,5722.8013,Closed,,2026-03-29,2026-03-29
2024-01-23,BHARTIARTL.NS,A_breakout_40d,1140.1,1060.293,Closed,,2026-03-29,2026-03-29
2024-01-23,CIPLA.NS,A_breakout_40d,1409.0,1310.37,Closed,,2026-03-29,2026-03-29
2024-01-23,HEROMOTOCO.NS,A_breakout_40d,4429.0,4118.97,Closed,,2026-03-29,2026-03-29
2024-01-23,MAXHEALTH.NS,A_breakout_40d,767.05,713.3565,Closed,,2026-03-29,2026-03-29
2024-01-23,SUNPHARMA.NS,A_breakout_40d,1380.0,1283.4,Closed,,2026-03-29,2026-03-29
2024-01-24,BHARTIARTL.NS,A_breakout_40d,1186.0,1102.98,Closed,,2026-03-29,2026-03-29
2024-01-24,INDUSTOWER.NS,A_breakout_40d,232.25,215.9925,Closed,,2026-03-29,2026-03-29
2024-01-24,POWERGRID.NS,A_breakout_40d,244.75,227.6175,Closed,,2026-03-29,2026-03-29
2024-01-25,AMBUJACEM.NS,A_breakout_40d,570.9,530.937,Closed,,2026-03-29,2026-03-29
2024-01-25,BAJAJ-AUTO.NS,A_breakout_40d,7594.0,7062.42,Closed,,2026-03-29,2026-03-29
2024-01-29,AMBUJACEM.NS,A_breakout_40d,574.2,534.006,Closed,,2026-03-29,2026-03-29
2024-01-29,APOLLOHOSP.NS,A_breakout_40d,6331.0,5887.83,Closed,,2026-03-29,2026-03-29
2024-01-29,BPCL.NS,A_breakout_40d,248.425,231.0353,Closed,,2026-03-29,2026-03-29
2024-01-29,COALINDIA.NS,A_breakout_40d,415.75,386.6475,Closed,,2026-03-29,2026-03-29
2024-01-29,ONGC.NS,A_breakout_40d,256.5,238.545,Closed,,2026-03-29,2026-03-29
2024-01-29,POWERGRID.NS,A_breakout_40d,254.0,236.22,Closed,,2026-03-29,2026-03-29
2024-01-29,RELIANCE.NS,A_breakout_40d,1459.95,1357.7535,Closed,,2026-03-29,2026-03-29
2024-01-29,SHRIRAMFIN.NS,A_breakout_40d,481.8,448.074,Closed,,2026-03-29,2026-03-29
2024-01-29,SIEMENS.NS,A_breakout_40d,2535.2507,2357.7832,Closed,,2026-03-29,2026-03-29
2024-01-29,SUNPHARMA.NS,A_breakout_40d,1401.9,1303.767,Closed,,2026-03-29,2026-03-29
2024-01-29,TATAPOWER.NS,A_breakout_40d,386.1,359.073,Closed,,2026-03-29,2026-03-29
2024-01-30,BPCL.NS,A_breakout_40d,252.975,235.2668,Closed,,2026-03-29,2026-03-29
2024-01-30,SHRIRAMFIN.NS,A_breakout_40d,490.0,455.7,Closed,,2026-03-29,2026-03-29
2024-01-31,DRREDDY.NS,A_breakout_40d,1217.89,1132.6377,Closed,,2026-03-29,2026-03-29
2024-01-31,MAXHEALTH.NS,A_breakout_40d,780.0,725.4,Closed,,2026-03-29,2026-03-29
2024-01-31,POWERGRID.NS,A_breakout_40d,259.0,240.87,Closed,,2026-03-29,2026-03-29
2024-01-31,SUNPHARMA.NS,A_breakout_40d,1427.0,1327.11,Closed,,2026-03-29,2026-03-29
2024-02-01,GODREJCP.NS,A_breakout_40d,1257.0,1169.01,Closed,,2026-03-29,2026-03-29
2024-02-01,POWERGRID.NS,A_breakout_40d,264.5,245.985,Closed,,2026-03-29,2026-03-29
2024-02-01,SHREECEM.NS,A_breakout_40d,29500.0,27435.0,Closed,,2026-03-29,2026-03-29
2024-02-02,BPCL.NS,A_breakout_40d,283.0,263.19,Closed,,2026-03-29,2026-03-29
2024-02-02,COALINDIA.NS,A_breakout_40d,423.25,393.6225,Closed,,2026-03-29,2026-03-29
2024-02-02,IOC.NS,A_breakout_40d,167.95,156.1935,Closed,,2026-03-29,2026-03-29
2024-02-02,NTPC.NS,A_breakout_40d,338.0,314.34,Closed,,2026-03-29,2026-03-29
2024-02-02,POWERGRID.NS,A_breakout_40d,277.5,258.075,Closed,,2026-03-29,2026-03-29
2024-02-05,BPCL.NS,A_breakout_40d,289.975,269.6768,Closed,,2026-03-29,2026-03-29
2024-02-05,COALINDIA.NS,A_breakout_40d,444.8,413.664,Closed,,2026-03-29,2026-03-29
2024-02-05,INDIGO.NS,A_breakout_40d,3190.05,2966.7465,Closed,,2026-03-29,2026-03-29
2024-02-05,IOC.NS,A_breakout_40d,176.55,164.1915,Closed,,2026-03-29,2026-03-29
2024-02-05,SUNPHARMA.NS,A_breakout_40d,1450.0,1348.5,Closed,,2026-03-29,2026-03-29
2024-02-05,TATASTEEL.NS,A_breakout_40d,143.0,132.99,Closed,,2026-03-29,2026-03-29
2024-02-06,BPCL.NS,A_breakout_40d,308.4,286.812,Closed,,2026-03-29,2026-03-29
2024-02-06,IOC.NS,A_breakout_40d,188.2,175.026,New,,,2026-03-29
2024-02-06,TCS.NS,A_breakout_40d,4153.0,3862.29,Closed,,2026-03-29,2026-03-29
2024-02-07,ADANIGREEN.NS,A_breakout_40d,1884.1,1752.213,Closed,,2026-03-29,2026-03-29
2024-02-07,DLF.NS,A_breakout_40d,828.8,770.784,Closed,,2026-03-29,2026-03-29
2024-02-07,IOC.NS,A_breakout_40d,187.9,174.747,New,,,2026-03-29
2024-02-07,SBIN.NS,A_breakout_40d,680.4,632.772,Closed,,2026-03-29,2026-03-29
2024-02-07,TRENT.NS,A_breakout_40d,3735.3501,3473.8756,Closed,,2026-03-29,2026-03-29
2024-02-08,ETERNAL.NS,A_breakout_40d,146.9,136.617,Closed,,2026-03-29,2026-03-29
2024-02-08,IOC.NS,A_breakout_40d,193.4,179.862,New,,,2026-03-29
2024-02-08,SBIN.NS,A_breakout_40d,703.65,654.3945,Closed,,2026-03-29,2026-03-29
2024-02-08,TRENT.NS,A_breakout_40d,3800.0,3534.0,Closed,,2026-03-29,2026-03-29
2024-02-09,AMBUJACEM.NS,A_breakout_40d,582.1,541.353,Closed,,2026-03-29,2026-03-29
2024-02-09,APOLLOHOSP.NS,A_breakout_40d,6464.8999,6012.3569,Closed,,2026-03-29,2026-03-29
2024-02-09,ETERNAL.NS,A_breakout_40d,151.0,140.43,Closed,,2026-03-29,2026-03-29
2024-02-09,MAXHEALTH.NS,A_breakout_40d,880.0,818.4,Closed,,2026-03-29,2026-03-29
2024-02-09,SBIN.NS,A_breakout_40d,726.0,675.18,Closed,,2026-03-29,2026-03-29
2024-02-09,SUNPHARMA.NS,A_breakout_40d,1539.85,1432.0605,Closed,,2026-03-29,2026-03-29
2024-02-12,APOLLOHOSP.NS,A_breakout_40d,6614.4502,6151.4387,Closed,,2026-03-29,2026-03-29
2024-02-12,DRREDDY.NS,A_breakout_40d,1270.0,1181.1,Closed,,2026-03-29,2026-03-29
2024-02-12,ETERNAL.NS,A_breakout_40d,154.35,143.5455,Closed,,2026-03-29,2026-03-29
2024-02-12,WIPRO.NS,A_breakout_40d,251.55,233.9415,Closed,,2026-03-29,2026-03-29
2024-02-13,SIEMENS.NS,A_breakout_40d,2512.0349,2336.1925,Closed,,2026-03-29,2026-03-29
2024-02-13,SUNPHARMA.NS,A_breakout_40d,1545.8,1437.594,Closed,,2026-03-29,2026-03-29
2024-02-14,BPCL.NS,A_breakout_40d,315.0,292.95,Closed,,2026-03-29,2026-03-29
2024-02-14,SIEMENS.NS,A_breakout_40d,2582.7979,2402.002,Closed,,2026-03-29,2026-03-29
2024-02-15,BPCL.NS,A_breakout_40d,333.0,309.69,Closed,,2026-03-29,2026-03-29
2024-02-15,M&M.NS,A_breakout_40d,1788.0,1662.84,Closed,,2026-03-29,2026-03-29
2024-02-16,AMBUJACEM.NS,A_breakout_40d,588.8,547.584,Closed,,2026-03-29,2026-03-29
2024-02-16,BAJAJ-AUTO.NS,A_breakout_40d,8400.0,7812.0,Closed,,2026-03-29,2026-03-29
2024-02-16,BPCL.NS,A_breakout_40d,329.95,306.8535,Closed,,2026-03-29,2026-03-29
2024-02-16,M&M.NS,A_breakout_40d,1836.05,1707.5265,Closed,,2026-03-29,2026-03-29
2024-02-16,TVSMOTOR.NS,A_breakout_40d,2153.0,2002.29,Closed,,2026-03-29,2026-03-29
